market,lat,lon,region,conf,d_act,neighbor_dact_z,local_biv_i,local_p,quad_sig
lon38_7895lat13_8436,13.84364,38.78948,Tigray,0.0,-71.1,0.5554104796337082,-0.22179168146915443,0.008,conf_lo_nbr_up
lon38_7977lat13_383,13.38309,38.79769,Tigray,0.0,89.9,1.2201788690784636,-0.4872531811868594,0.001,conf_lo_nbr_up
lon38_7997lat12_779,12.77896,38.79957,Amhara,0.0,-2.599999999999998,0.5610818492333449,-0.22405642555638525,0.051,ns
lon38_801lat11_6812,11.6813,38.8013,Amhara,14.0,-114.4,-0.005328216880244083,-0.010294920949512027,0.978,ns
lon38_8022lat10_9689,10.96911,38.80152,Amhara,0.0,24.10000000000001,-0.2551512489597959,0.10188937121436603,0.166,ns
lon38_8059lat5_4017,5.40186,38.80596,Oromia,0.0,-15.700000000000003,-0.2678417372234341,0.10695705508758557,0.552,ns
lon38_8123lat7_4221,7.42205,38.81232,Oromia,2.0,18.200000000000003,0.9334219078310984,-0.06184914616686942,0.006,conf_lo_nbr_up
lon38_8129lat8_1472,8.14735,38.81278,Oromia,0.0,39.300000000000004,0.07169657073510537,-0.0286305418460925,0.76,ns
lon38_812lat12_0952,12.0942,38.81095,Amhara,2.0,115.6,0.0720410465294494,-0.004773486865299081,0.71,ns
lon38_812lat13_6941,13.69394,38.81206,Tigray,0.0,-64.30000000000001,0.4361289960982478,-0.1741590894105522,0.047,conf_lo_nbr_up
lon38_815lat11_2876,11.2875,38.815,Amhara,0.0,-71.5,-0.2588588684324599,0.10336993232591049,0.175,ns
lon38_8189lat13_6196,13.61859,38.81811,Tigray,0.0,71.89999999999999,0.28658192213244704,-0.11444056012471417,0.233,ns
lon38_8209lat11_6712,11.67114,38.821,Amhara,14.0,-37.3,-0.027608763096790986,-0.05334430635681025,0.867,ns
lon38_8236lat13_9498,13.95087,38.82332,Tigray,0.0,43.7,0.5278178532974469,-0.21077313713901238,0.01,conf_lo_nbr_up
lon38_8259lat8_154,8.15429,38.82578,Oromia,0.0,41.6,-0.06592971091000524,0.026327665713381798,0.779,ns
lon38_8283lat10_7877,10.78774,38.82827,Amhara,0.0,30.299999999999997,-0.2729629440326835,0.10900210304945299,0.12,ns
lon38_8354lat9_7214,9.72164,38.83534,Oromia,1.0,67.7,0.2262743421837984,-0.052675530993552565,0.298,ns
lon38_8372lat11_6332,11.63333,38.83729,Amhara,14.0,-16.30000000000001,-0.08423613883800807,-0.16275696164786874,0.597,ns
lon38_8385lat12_4444,12.44439,38.83825,Amhara,6.0,48.8,0.31871067729393554,0.19118709342139523,0.118,ns
lon38_8404lat10_9837,10.98366,38.8404,Amhara,0.0,-50.599999999999994,-0.21344105985508657,0.08523327033915229,0.232,ns
lon38_8411lat11_4743,11.47432,38.84113,Amhara,0.0,-52.8,-0.14282078082784577,0.057032523313992986,0.439,ns
lon38_8482lat12_3712,12.37078,38.84881,Amhara,6.0,-156.3,0.3701274339019107,0.22203080513039464,0.078,ns
lon38_8542lat8_5812,8.58134,38.85416,Oromia,0.0,52.79999999999998,-0.10139103339634621,0.04048841101756199,0.646,ns
lon38_8555lat10_7584,10.7585,38.85488,Amhara,0.0,-23.099999999999994,-0.22090691024404516,0.08821460319491026,0.177,ns
lon38_8569lat12_6276,12.62749,38.85694,Amhara,7.0,82.8,0.31665713560204833,0.24268950437106718,0.178,ns
lon38_8642lat11_1147,11.11554,38.86259,Amhara,0.0,-31.39999999999999,-0.22902620471673646,0.09145687542324313,0.236,ns
lon38_8881lat14_1719,14.17052,38.90122,Tigray,1.0,116.4,0.5321458825084373,-0.12388089014703868,0.007,conf_lo_nbr_up
lon38_8889lat13_8404,13.8404,38.88882,Tigray,0.0,-1.1999999999999886,0.458045311636187,-0.18291091648802077,0.022,conf_lo_nbr_up
lon38_8906lat11_6212,11.62081,38.8908,Amhara,14.0,71.80000000000001,-0.1324196905718945,-0.25585487175853233,0.433,ns
lon38_8907lat10_7059,10.70259,38.88967,Amhara,0.0,-6.700000000000003,-0.2212708322525861,0.08835992791807924,0.186,ns
lon38_8942lat8_6907,8.6908,38.89408,Oromia,1.0,46.80000000000001,0.12107143459109851,-0.028184822210451755,0.594,ns
lon38_8959lat7_0244,7.02412,38.89606,Oromia,0.0,-152.0,-0.11455000874029234,0.045743175511508395,0.697,ns
lon38_8971lat12_0809,12.08082,38.89721,Amhara,15.0,40.5,-0.035267579765087535,-0.07401556124627051,0.849,ns
lon38_9012lat8_5379,8.53771,38.90134,Oromia,0.0,49.099999999999994,0.18981349310688436,-0.0757980905032146,0.398,ns
lon38_9015lat9_8044,9.80408,38.90131,Amhara,1.0,31.999999999999986,0.3214874517405184,-0.07484066494132294,0.145,ns
lon38_9028lat14_3534,14.35324,38.9029,Tigray,0.0,-15.5,0.6127245120687703,-0.2446788542749925,0.017,conf_lo_nbr_up
lon38_9033lat8_7983,8.79883,38.90286,Oromia,1.0,11.700000000000003,0.19499594005735055,-0.04539407599189717,0.363,ns
lon38_9131lat13_731,13.73115,38.91321,Tigray,0.0,145.5,0.3612459492912119,-0.14425609428554284,0.085,ns
lon38_9133lat10_7747,10.77443,38.91299,Amhara,1.0,-40.099999999999994,-0.26158561231324845,0.06089581742185064,0.115,ns
lon38_9164lat10_9525,10.95473,38.91491,Amhara,0.0,-33.2,-0.39215443950737494,0.15659876023818517,0.016,conf_lo_nbr_down
lon38_9219lat12_4817,12.48038,38.92272,Amhara,3.0,35.50000000000001,0.26511152745471184,0.026583706328423867,0.145,ns
lon38_9223lat7_2187,7.21948,38.9225,Oromia,0.0,32.1,0.2326815919585994,-0.09291657867430234,0.362,ns
lon38_9225lat11_7445,11.74498,38.92274,Amhara,14.0,-18.80000000000001,-0.0061845911130651975,-0.011949565501009434,0.968,ns
lon38_9253lat9_1825,9.18257,38.92536,Oromia,1.0,-41.099999999999994,0.23913598052631066,-0.05566965583599075,0.289,ns
lon38_9264lat9_6008,9.60083,38.92643,Oromia,0.0,55.49999999999999,0.3366558692181385,-0.13443655467140933,0.105,ns
lon38_9287lat11_8309,11.83146,38.9287,Amhara,11.0,23.5,0.0008924418392871466,0.001278466022030228,0.994,ns
lon38_9302lat11_0331,11.03308,38.92601,Amhara,0.0,-108.19999999999999,-0.37716974245340495,0.15061493156052372,0.021,conf_lo_nbr_down
lon38_9306lat11_2041,11.2041,38.93069,Amhara,0.0,-45.7,-0.3459427147342171,0.1381450642478108,0.051,ns
lon38_9324lat8_9896,8.98957,38.93242,Oromia,2.0,50.2,0.1657154975380989,-0.01098041726186266,0.442,ns
lon38_934lat12_6886,12.6887,38.9341,Amhara,4.0,67.0,0.24010695908112864,0.06406245704861604,0.287,ns
lon38_9394lat11_0404,11.04093,38.93981,Amhara,0.0,4.8999999999999915,-0.42733403000477016,0.17064700170269503,0.008,conf_lo_nbr_down
lon38_9409lat13_9528,13.95278,38.94089,Tigray,0.0,48.89999999999999,0.5019698029238907,-0.2004512531176103,0.01,conf_lo_nbr_up
lon38_9411lat8_6155,8.61543,38.9412,Oromia,0.0,27.599999999999994,0.20751988176302755,-0.08286877039996823,0.314,ns
lon38_9431lat8_476,8.47599,38.94308,Oromia,0.0,-3.1000000000000085,0.29635522299736866,-0.11834332557804961,0.194,ns
lon38_9467lat7_6865,7.68651,38.94665,Oromia,2.0,190.8,0.156896917202889,-0.010396092360592643,0.605,ns
lon38_9478lat8_3017,8.30168,38.94759,Oromia,0.0,-14.0,0.25048834071238874,-0.10002733529921572,0.357,ns
lon38_9528lat9_0908,9.09113,38.95271,Oromia,1.0,5.700000000000003,0.2810960990546029,-0.06543776079521249,0.187,ns
lon38_9678lat12_7382,12.74225,38.97065,Amhara,4.0,55.4,0.3592865780210805,0.09586053257557883,0.127,ns
lon38_9683lat14_3489,14.34929,38.96823,Tigray,0.0,15.299999999999997,0.5502021553953093,-0.21971184496474983,0.04,conf_lo_nbr_up
lon38_9848lat5_8826,5.87768,38.98625,Oromia,0.0,17.299999999999983,0.16378643308977184,-0.06540472268505423,0.819,ns
lon38_9851lat8_9649,8.9649,38.98507,Oromia,1.0,6.5,0.32056785114170405,-0.07462658653819057,0.121,ns
lon38_9852lat7_5269,7.52677,38.98534,Oromia,2.0,93.10000000000001,0.5370833688940366,-0.03558749533071031,0.052,ns
lon38_9852lat7_531,7.53077,38.9852,Oromia,2.0,19.199999999999996,0.6954065317066896,-0.04607809165831731,0.017,conf_lo_nbr_up
lon38_9872lat13_0415,13.04135,38.98726,Amhara,1.0,21.1,0.6565747148897142,-0.15284729770935757,0.028,conf_lo_nbr_up
lon38_987lat13_6374,13.63734,38.98708,Tigray,1.0,34.8,0.7060811966381444,-0.16437215814449663,0.004,conf_lo_nbr_up
lon38_98lat9_2889,9.28888,38.97992,Oromia,0.0,41.7,0.23298113612759433,-0.09303619543947299,0.255,ns
lon38_9927lat8_7489,8.74828,38.99124,Oromia,1.0,33.10000000000001,0.07691862408124976,-0.017906269564943192,0.711,ns
lon38_992lat13_9397,13.94051,38.99471,Tigray,0.0,37.5,0.5035951360266672,-0.2011002962578298,0.007,conf_lo_nbr_up
lon38_9941lat11_9407,11.94068,38.99405,Amhara,13.0,-55.499999999999986,0.0894169021378533,0.1578759964431442,0.56,ns
lon38_9951lat13_4276,13.42755,38.99504,Tigray,1.0,266.2,0.447634487629342,-0.10420706165504763,0.043,conf_lo_nbr_up
lon38_9979lat10_8567,10.85665,38.99782,Amhara,3.0,-35.099999999999994,-0.37834594598804056,-0.03793813726343505,0.013,conf_hi_nbr_down
lon38_9983lat11_0951,11.09507,38.99839,Amhara,0.0,-18.19999999999999,-0.45963370154503824,0.18354520712824257,0.005,conf_lo_nbr_down
lon38_9985lat9_3552,9.35544,38.9982,Oromia,0.0,4.8999999999999915,0.35502791158315933,-0.14177304960187553,0.068,ns
lon38_9996lat9_7172,9.7172,38.99959,Oromia,0.0,-23.400000000000006,0.4932365213568041,-0.19696379784887802,0.025,conf_lo_nbr_up
lon39_0021lat13_7335,13.73561,39.00271,Tigray,0.0,-53.2,0.6091362225443522,-0.2432459451088858,0.008,conf_lo_nbr_up
lon39_0063lat11_2476,11.2477,39.00626,Amhara,0.0,23.599999999999994,-0.4244448781812387,0.16949327870959754,0.022,conf_lo_nbr_down
lon39_0069lat5_4476,5.44761,39.00686,Oromia,0.0,-24.200000000000017,-0.2192706502209105,0.0875611966151656,0.77,ns
lon39_0117lat14_127,14.12697,39.01176,Tigray,1.0,87.19999999999999,0.4777583019209535,-0.11121973440462914,0.013,conf_lo_nbr_up
lon39_0147lat11_5064,11.50638,39.01537,Amhara,0.0,94.7,-0.23956340610591068,0.0956646887429078,0.169,ns
lon39_0161lat14_2373,14.23733,39.0175,Tigray,1.0,77.30000000000001,0.5092543177216214,-0.11855184877725153,0.01,conf_lo_nbr_up
lon39_0166lat14_2845,14.28641,39.01656,Tigray,1.0,65.8,0.5121088738040865,-0.1192163751037609,0.015,conf_lo_nbr_up
lon39_0166lat7_8485,7.84845,39.01638,Oromia,1.0,12.300000000000011,0.49103843771670347,-0.11431128335338,0.089,ns
lon39_0187lat12_794,12.79405,39.01869,Amhara,4.0,39.00000000000001,0.47260898271929197,0.1260958564970821,0.061,ns
lon39_0207lat9_1478,9.14909,39.02204,Oromia,1.0,52.2,0.2695569055626767,-0.06275149447549504,0.217,ns
lon39_0214lat6_8755,6.87526,39.02115,Oromia,0.0,87.19999999999999,-0.5071271503673943,0.20251073309387882,0.098,ns
lon39_0224lat8_8538,8.85394,39.02258,Oromia,1.0,36.69999999999999,0.3556859486774835,-0.08280190335638263,0.07,ns
lon39_0244lat7_0146,7.01461,39.02449,Oromia,0.0,-25.0,-0.20778812374277258,0.08297588728362426,0.446,ns
lon39_0245lat9_8769,9.87697,39.02448,Amhara,0.0,-3.4000000000000057,0.3792560424520303,-0.15144805229142777,0.138,ns
lon39_0267lat11_6185,11.61828,39.02678,Amhara,11.0,-36.0,-0.03311593095733789,-0.047440169939447635,0.829,ns
lon39_0301lat8_4415,8.44137,39.03008,Oromia,0.0,-139.0,0.524797065562429,-0.20956684806871456,0.041,conf_lo_nbr_up
lon39_0345lat11_7793,11.77913,39.03458,Amhara,11.0,46.8,-0.011774642333617559,-0.016867743624741964,0.94,ns
lon39_0346lat11_5058,11.50581,39.0346,Amhara,0.0,-224.79999999999998,-0.10628258967603303,0.042441752792798625,0.528,ns
lon39_0363lat11_1244,11.12425,39.03629,Amhara,0.0,7.299999999999997,-0.5170755304926175,0.20648341282675445,0.003,conf_lo_nbr_down
lon39_041lat7_0119,7.01186,39.04081,Oromia,0.0,-42.10000000000001,-0.062189687999983305,0.02483416495967981,0.845,ns
lon39_04lat14_3454,14.34649,39.03889,Tigray,0.0,-21.5,0.540107100866613,-0.21568059384410304,0.026,conf_lo_nbr_up
lon39_0667lat9_1603,9.16019,39.06643,Oromia,0.0,78.9,0.30352878032871056,-0.12120793724991252,0.135,ns
lon39_0727lat11_8557,11.85569,39.07279,Amhara,0.0,-45.099999999999994,0.1275781995953767,-0.05094571392626043,0.416,ns
lon39_0748lat9_7875,9.78755,39.07478,Amhara,0.0,33.2,0.35572834569832573,-0.14205275347109955,0.128,ns
lon39_0751lat8_9254,8.9253,39.07512,Oromia,0.0,81.6,0.2485574329153294,-0.09925626722834653,0.23,ns
lon39_0777lat13_3431,13.34315,39.07756,Tigray,0.0,262.40000000000003,0.4315130204540364,-0.1723157950592726,0.06,ns
lon39_0794lat11_6585,11.65903,39.08038,Amhara,16.0,99.7,-0.06736726357557997,-0.15260166675618894,0.668,ns
lon39_0839lat11_5292,11.52922,39.0839,Amhara,5.0,20.900000000000006,-0.16435715594605071,-0.07122291192220137,0.319,ns
lon39_0843lat14_2712,14.27122,39.08434,Tigray,0.0,-64.4,0.5015380599283127,-0.20027884548674435,0.017,conf_lo_nbr_up
lon39_0846lat8_7928,8.79305,39.08483,Oromia,0.0,90.49999999999999,0.2335825286514995,-0.09327634909877715,0.255,ns
lon39_1031lat9_5781,9.5783,39.10316,Oromia,0.0,59.2,0.4178505804875871,-0.16685998238694316,0.023,conf_lo_nbr_up
lon39_1072lat11_2902,11.29026,39.10715,Amhara,3.0,-16.299999999999997,-0.509102741416516,-0.0510496012706355,0.004,conf_hi_nbr_down
lon39_1076lat14_1703,14.17021,39.10766,Tigray,0.0,4.5,0.6358293925652236,-0.2539053101726771,0.001,conf_lo_nbr_up
lon39_1165lat11_121,11.1213,39.11636,Amhara,1.0,-29.599999999999994,-0.5170945798453,0.12037702244258008,0.001,conf_lo_nbr_down
lon39_1225lat11_3703,11.37027,39.12254,Amhara,3.0,-62.400000000000006,-0.2855433482037635,-0.028632480019113612,0.1,ns
lon39_1243lat12_2619,12.2617,39.12453,Amhara,0.0,-15.600000000000023,0.05387215655596497,-0.021512730899130566,0.78,ns
lon39_129lat12_2215,12.22148,39.12902,Amhara,0.0,69.8,-0.0686552336784425,0.027416046829440016,0.716,ns
lon39_1374lat11_5644,11.56438,39.13741,Amhara,5.0,-17.300000000000004,-0.06368569716399211,-0.02759770801402694,0.698,ns
lon39_1391lat7_2014,7.2013,39.13907,Oromia,0.0,-13.299999999999997,0.07252061087059519,-0.028959605221650146,0.757,ns
lon39_1405lat12_7634,12.76342,39.14059,Amhara,4.0,24.0,0.3168062069984311,0.08452642983044252,0.156,ns
lon39_1405lat7_5062,7.50607,39.14046,Oromia,0.0,37.199999999999996,0.48058933862159803,-0.1919134071422804,0.085,ns
lon39_1457lat8_8753,8.87502,39.1459,Oromia,0.0,36.8,0.2666499007226215,-0.10648111984465343,0.194,ns
lon39_148lat10_7491,10.74919,39.14801,Amhara,3.0,-149.9,-0.4792612954607609,-0.04805728990899981,0.003,conf_hi_nbr_down
lon39_152lat12_458,12.45806,39.15221,Amhara,0.0,21.1,0.12520514412322817,-0.049998083331075215,0.505,ns
lon39_1571lat11_7513,11.75398,39.15707,Amhara,6.0,93.6,0.020362922950488554,0.012215242004199421,0.9,ns
lon39_161lat11_1845,11.18442,39.16091,Amhara,3.0,-44.8,-0.5239786278624314,-0.05254126102775696,0.003,conf_hi_nbr_down
lon39_168lat13_8296,13.82902,39.16823,Tigray,0.0,24.200000000000003,0.5226317891408373,-0.20870218973762392,0.012,conf_lo_nbr_up
lon39_1712lat14_4955,14.49545,39.17108,Tigray,0.0,84.0,0.0736321966271343,-0.029403493990552317,0.778,ns
lon39_1763lat10_2579,10.25782,39.1762,Amhara,0.0,-8.799999999999997,0.024512219622633807,-0.009788447654481749,0.934,ns
lon39_1791lat11_338,11.33801,39.17906,Amhara,3.0,65.5,-0.41691363722586,-0.041805461281650975,0.024,conf_hi_nbr_down
lon39_1798lat12_3228,12.32275,39.1798,Amhara,0.0,8.599999999999994,-0.08296846791482174,0.03313174072603705,0.658,ns
lon39_1863lat14_0508,14.05088,39.1864,Tigray,0.0,63.69999999999999,0.3966951295407025,-0.15841199083870627,0.028,conf_lo_nbr_up
lon39_1875lat8_0324,8.03224,39.18744,Oromia,1.0,72.2,0.15496785275456176,-0.036075738203435126,0.669,ns
lon39_1972lat10_7641,10.76464,39.19678,Amhara,3.0,-35.199999999999996,-0.5713052277095148,-0.05728687297430883,0.002,conf_hi_nbr_down
lon39_1978lat7_1002,7.10018,39.19767,Oromia,0.0,29.200000000000003,-0.07175395711353819,0.028653457908775427,0.748,ns
lon39_1985lat9_0767,9.07656,39.19862,Oromia,0.0,49.3,0.33729200118502745,-0.13469058080837676,0.09,ns
lon39_1992lat8_7096,8.70952,39.19922,Oromia,2.0,26.0,0.23302606775294366,-0.015440459672337741,0.255,ns
lon39_2031lat11_9354,11.93589,39.20229,Amhara,1.0,-7.0,0.2216124364336744,-0.05159026273706502,0.245,ns
lon39_2054lat13_6976,13.69834,39.20435,Tigray,0.0,89.30000000000001,0.5918182761100247,-0.2363303815750552,0.007,conf_lo_nbr_up
lon39_2082lat12_7067,12.70674,39.20814,Amhara,0.0,26.4,0.19002400609231687,-0.07588215450762617,0.352,ns
lon39_2107lat13_1913,13.19327,39.21097,Tigray,0.0,33.400000000000006,0.6699120265061389,-0.2675155047365942,0.005,conf_lo_nbr_up
lon39_2133lat8_9873,8.9876,39.21307,Oromia,0.0,-31.200000000000003,0.3566928779224894,-0.14243791945494905,0.092,ns
lon39_2179lat9_5104,9.50995,39.21761,Oromia,0.0,33.1,0.46890212362798,-0.18724635968787232,0.023,conf_lo_nbr_up
lon39_2237lat12_6393,12.63933,39.22368,Tigray,0.0,35.3,0.14693361730493534,-0.05867489945076116,0.419,ns
lon39_2241lat10_3428,10.34333,39.22613,Amhara,1.0,-3.8999999999999915,-0.1805515709366293,0.04203149936938806,0.424,ns
lon39_2255lat11_1281,11.1276,39.22561,Amhara,2.0,-68.6,-0.5517718098092766,0.03656076103350598,0.001,conf_lo_nbr_down
lon39_2284lat11_0369,11.03694,39.22833,Amhara,3.0,-13.600000000000009,-0.5954710248632187,-0.05971006618998697,0.002,conf_hi_nbr_down
lon39_2327lat10_9578,10.95879,39.23141,Amhara,3.0,-62.099999999999994,-0.6001807681156804,-0.060182329439751193,0.001,conf_hi_nbr_down
lon39_2329lat12_159,12.15672,39.23447,Amhara,1.0,-14.0,-0.062435742138800515,0.014534727350865008,0.733,ns
lon39_2394lat14_0091,14.00912,39.23938,Tigray,0.0,114.0,0.2639403097539419,-0.1053991007631384,0.127,ns
lon39_2419lat11_4331,11.43347,39.24115,Amhara,7.0,-65.6,-0.2380495020954424,-0.18244375125001455,0.132,ns
lon39_2435lat12_7685,12.76859,39.24343,Amhara,0.0,111.9,0.058877895721329454,-0.023511669246880838,0.774,ns
lon39_2462lat8_0497,8.04972,39.24618,Oromia,1.0,-14.899999999999991,0.16906839526971518,-0.03935827371813146,0.577,ns
lon39_2477lat7_408,7.40838,39.24776,Oromia,0.0,13.599999999999994,0.301788735931639,-0.12051308652813285,0.264,ns
lon39_2503lat14_2067,14.20716,39.2486,Tigray,0.0,119.10000000000001,0.44405193936816284,-0.17732295284931568,0.016,conf_lo_nbr_up
lon39_2507lat11_3111,11.3108,39.25097,Amhara,3.0,-94.5,-0.5211079962428968,-0.052253412254512535,0.003,conf_hi_nbr_down
lon39_2533lat7_7646,7.76406,39.25329,Oromia,1.0,-40.89999999999999,0.2138830557529623,-0.04979090171504911,0.391,ns
lon39_2567lat9_2907,9.29154,39.25729,Oromia,0.0,43.89999999999999,0.372481351829929,-0.14874271978581838,0.072,ns
lon39_2576lat13_8654,13.86539,39.25757,Tigray,0.0,86.9,0.3618217397493909,-0.14448602428970417,0.03,conf_lo_nbr_up
lon39_2644lat13_5954,13.59541,39.26439,Tigray,0.0,41.8,0.4944831956601448,-0.19746163143344536,0.017,conf_lo_nbr_up
lon39_2653lat11_0845,11.08452,39.26516,Amhara,2.0,-7.299999999999997,-0.6474174162295745,0.042898301476983855,0.001,conf_lo_nbr_down
lon39_2674lat13_6832,13.68396,39.26706,Tigray,0.0,79.29999999999998,0.4042580956055281,-0.161432104829926,0.046,conf_lo_nbr_up
lon39_2675lat8_5536,8.55361,39.2676,Oromia,3.0,-55.69999999999999,0.34765038832095574,0.034860180984267304,0.165,ns
lon39_2724lat10_6999,10.69998,39.27234,Amhara,0.0,-29.1,-0.5994098209206776,0.23936190789701725,0.001,conf_lo_nbr_down
lon39_2724lat12_581,12.58108,39.27235,Tigray,0.0,64.2,0.13111044345484194,-0.0523562424158679,0.482,ns
lon39_2733lat10_8477,10.84909,39.2735,Amhara,3.0,51.8,-0.6602703286828119,-0.06620773032237988,0.001,conf_hi_nbr_down
lon39_2748lat10_5089,10.51991,39.27218,Amhara,4.0,-56.2,-0.4325700620788012,-0.11541315224052738,0.031,conf_hi_nbr_down
lon39_2758lat14_0979,14.09783,39.27558,Tigray,0.0,16.5,0.3650818766788702,-0.14578789250775753,0.033,conf_lo_nbr_up
lon39_2788lat8_9495,8.9495,39.27877,Amhara,0.0,84.3,0.3194894921333224,-0.12758151722075506,0.13,ns
lon39_2826lat8_4969,8.49722,39.28245,Oromia,3.0,150.89999999999998,0.1456899713602263,0.014608868391429521,0.562,ns
lon39_2839lat11_0293,11.02996,39.28387,Amhara,1.0,-19.200000000000003,-0.6189850519425445,0.14409661287032058,0.001,conf_lo_nbr_down
lon39_2855lat12_0033,12.00326,39.28523,Amhara,1.0,-6.399999999999999,0.16470503520802274,-0.038342505399251485,0.388,ns
lon39_2875lat12_5108,12.50856,39.28776,Tigray,0.0,-180.10000000000002,0.17850047059104274,-0.07128046907132932,0.325,ns
lon39_2888lat9_3236,9.32374,39.28884,Amhara,0.0,62.099999999999994,0.4757562388403453,-0.1899834087600043,0.032,conf_lo_nbr_up
lon39_2903lat9_8036,9.80359,39.29032,Amhara,0.0,15.899999999999991,0.16270807408139007,-0.06497410233043988,0.425,ns
lon39_2931lat13_5634,13.56229,39.29512,Tigray,11.0,-10.599999999999994,0.45748394367503364,0.6553678367209926,0.024,conf_hi_nbr_up
lon39_2937lat11_9561,11.95612,39.29362,Amhara,1.0,19.5,0.1345178690461869,-0.031315084652299645,0.471,ns
lon39_2939lat13_2759,13.27649,39.29582,Tigray,0.0,-0.10000000000000853,0.4429615985930214,-0.17688754782409455,0.033,conf_lo_nbr_up
lon39_2985lat10_1584,10.15832,39.29848,Amhara,0.0,51.400000000000006,-0.06834432219226518,0.02729189076138595,0.81,ns
lon39_3032lat10_9133,10.91214,39.30198,Amhara,3.0,-50.300000000000004,-0.5684889950360196,-0.05700447898313281,0.001,conf_hi_nbr_down
lon39_3041lat10_6326,10.63259,39.30409,Amhara,3.0,-54.900000000000006,-0.5477283201280467,-0.054922729878399114,0.003,conf_hi_nbr_down
lon39_3117lat12_1855,12.18562,39.31177,Amhara,1.0,9.299999999999997,-0.008495912571890422,0.001977805798394982,0.961,ns
lon39_3196lat8_3293,8.32931,39.3195,Oromia,1.0,18.799999999999997,0.2844907514279579,-0.06622801882703011,0.262,ns
lon39_3218lat12_3471,12.34651,39.32196,Tigray,0.0,-3.700000000000003,0.021292238987968656,-0.008502615021774695,0.899,ns
lon39_3219lat10_7393,10.73919,39.32179,Amhara,0.0,-60.8,-0.5779606036579861,0.2307966068497144,0.002,conf_lo_nbr_down
lon39_3223lat6_9953,6.99526,39.32221,Oromia,0.0,-69.7,0.09128752744934371,-0.03645378499790687,0.747,ns
lon39_3263lat6_8957,6.89585,39.32629,Oromia,0.0,45.2,-0.030497914920322555,0.012178711204625657,0.913,ns
lon39_3307lat10_6432,10.64318,39.33076,Amhara,3.0,-47.8,-0.5340809996874126,-0.053554262945833576,0.005,conf_hi_nbr_down
lon39_3358lat12_4515,12.45182,39.33617,Tigray,0.0,4.200000000000003,0.0548459631284378,-0.021901600402055507,0.746,ns
lon39_3369lat8_9318,8.93182,39.33691,Amhara,0.0,46.9,0.3228576999002428,-0.12892654129134049,0.176,ns
lon39_3397lat12_1063,12.10613,39.33981,Amhara,1.0,-20.5,0.12892548270214485,-0.0300132051844357,0.488,ns
lon39_3401lat12_7606,12.75888,39.33856,Tigray,0.0,24.0,0.11567464714637363,-0.04619227658589587,0.567,ns
lon39_3406lat11_1064,11.10619,39.34057,Amhara,2.0,-48.60000000000001,-0.5616336596930717,0.037214213657470886,0.001,conf_lo_nbr_down
lon39_341lat12_8953,12.89524,39.34092,Tigray,0.0,72.2,0.2889958957296413,-0.11540453052638348,0.169,ns
lon39_3448lat10_6667,10.66448,39.34559,Amhara,3.0,37.900000000000006,-0.6006742497187406,-0.06023181265211913,0.004,conf_hi_nbr_down
lon39_3453lat11_7756,11.7753,39.34551,Amhara,1.0,117.7,0.03146835939941169,-0.0073256761012413605,0.859,ns
lon39_3453lat13_0086,13.0099,39.34378,Tigray,0.0,-24.89999999999999,0.27935806209223024,-0.11155586110701798,0.162,ns
lon39_3454lat13_3869,13.38574,39.3447,Tigray,11.0,38.5,0.3994078764211626,0.5721710664569231,0.046,conf_hi_nbr_up
lon39_3463lat10_528,10.52843,39.34349,Amhara,4.0,-22.900000000000006,-0.39824496292682066,-0.10625494125602089,0.04,conf_hi_nbr_down
lon39_349lat13_7699,13.76934,39.34736,Tigray,0.0,38.3,0.08357278383535079,-0.03337306178328666,0.645,ns
lon39_3509lat12_5835,12.58397,39.3508,Tigray,0.0,-9.6,0.20241875550732913,-0.08083174119161776,0.287,ns
lon39_3528lat11_4412,11.44116,39.35278,Amhara,2.0,-83.3,-0.30956158342733525,0.020511753003026014,0.055,ns
lon39_3532lat11_9128,11.91268,39.35313,Amhara,1.0,-53.7,0.17129362971134046,-0.039876297125763516,0.338,ns
lon39_3555lat11_1733,11.173,39.35574,Amhara,3.0,-19.799999999999997,-0.5954100971717021,-0.059703956746636484,0.001,conf_hi_nbr_down
lon39_3556lat14_2184,14.21701,39.35694,Tigray,0.0,-179.5,0.3979464639603087,-0.15891168534426858,0.023,conf_lo_nbr_up
lon39_3565lat10_3787,10.37883,39.35726,Amhara,1.0,-26.39999999999999,-0.24007042675559462,0.055887190227373366,0.285,ns
lon39_3586lat13_1813,13.18128,39.35856,Tigray,0.0,-5.0,0.32218788585568475,-0.12865906491366724,0.119,ns
lon39_3587lat11_9565,11.95655,39.35868,Amhara,1.0,7.0,0.1608009762054558,-0.03743366006130624,0.381,ns
lon39_35lat9_8653,9.86521,39.34993,Amhara,0.0,20.599999999999994,0.008083374046221023,-0.0032279281493533337,0.962,ns
lon39_3605lat10_092,10.09192,39.36044,Amhara,0.0,-34.3,0.040980812406086274,-0.016364839384219336,0.879,ns
lon39_3612lat14_1587,14.15898,39.3625,Tigray,0.0,79.1,0.29658185180943725,-0.11843382510433006,0.099,ns
lon39_3641lat10_8031,10.80271,39.36302,Amhara,1.0,-16.000000000000007,-0.6124216754123745,0.1425686917613665,0.001,conf_lo_nbr_down
