region,n_markets,n_obs,coef_0_10km,coef_10_20km,coef_20_50km,ci95_0_10km,ci95_10_20km,ci95_20_50km
All Ethiopia,1770,31772,-0.8633132973244791,-0.7068599058266007,-0.2883344477794706,0.6254193305555668,0.38278090158841305,0.10495975451517238
Oromia,702,11590,0.661837773201157,-0.606164200558603,-0.367393460022194,1.618703731600536,1.055150556802103,0.32321675668935534
Amhara,644,12810,-1.0056648248780904,-0.660688550812832,-0.39518309191229073,0.6435080102474245,0.4932297109266612,0.13586936812860873
SNNPR,193,2685,-2.1455833163077735,-2.6668422374052083,-1.136738378267285,4.263717374426591,2.8514325626483545,1.277308818920219
Tigray,171,3586,-0.3070043638788733,-0.42330952754459616,0.41874191059528737,1.8298290826898669,0.8376460880664431,0.2967348895207408
