market,region,quarter,act,conf_n,conf_fat,d_act,d_conf,d_fat,d_conf_lag,n_img
lon37_4011lat11_4134,Amhara,2022Q2,135.8,0,0,22.400000000000006,0.0,0.0,0.0,7
lon37_4011lat11_4134,Amhara,2022Q3,69.8,0,0,-66.00000000000001,0.0,0.0,0.0,2
lon37_4011lat11_4134,Amhara,2022Q4,93.6,0,0,23.799999999999997,0.0,0.0,0.0,7
lon37_4011lat11_4134,Amhara,2023Q1,101.0,0,0,7.400000000000006,0.0,0.0,0.0,10
lon37_4011lat11_4134,Amhara,2023Q2,86.0,0,0,-15.0,0.0,0.0,0.0,5
lon37_4011lat11_4134,Amhara,2023Q3,103.1,3,8,17.099999999999994,3.0,8.0,0.0,11
lon37_4011lat11_4134,Amhara,2023Q4,109.5,4,22,6.400000000000006,1.0,14.0,3.0,12
lon37_4017lat13_3979,Tigray,2018Q1,98.3,0,0,,,,,9
lon37_4017lat13_3979,Tigray,2018Q2,91.7,0,0,-6.599999999999994,0.0,0.0,,5
lon37_4017lat13_3979,Tigray,2018Q3,113.5,0,0,21.799999999999997,0.0,0.0,0.0,1
lon37_4017lat13_3979,Tigray,2018Q4,106.4,1,2,-7.099999999999994,1.0,2.0,0.0,6
lon37_4017lat13_3979,Tigray,2019Q1,118.0,0,0,11.599999999999994,-1.0,-2.0,1.0,13
lon37_4017lat13_3979,Tigray,2019Q2,117.3,0,0,-0.7000000000000028,0.0,0.0,-1.0,4
lon37_4017lat13_3979,Tigray,2019Q3,106.3,0,0,-11.0,0.0,0.0,0.0,1
lon37_4017lat13_3979,Tigray,2019Q4,69.1,0,0,-37.2,0.0,0.0,0.0,5
lon37_4017lat13_3979,Tigray,2020Q1,137.4,0,0,68.30000000000001,0.0,0.0,0.0,7
lon37_4017lat13_3979,Tigray,2020Q2,82.0,0,0,-55.400000000000006,0.0,0.0,0.0,6
lon37_4017lat13_3979,Tigray,2020Q3,,0,0,,0.0,0.0,0.0,0
lon37_4017lat13_3979,Tigray,2020Q4,76.7,0,0,,0.0,0.0,0.0,8
lon37_4017lat13_3979,Tigray,2021Q1,71.4,0,0,-5.299999999999997,0.0,0.0,0.0,3
lon37_4017lat13_3979,Tigray,2021Q2,93.7,0,0,22.299999999999997,0.0,0.0,0.0,9
lon37_4017lat13_3979,Tigray,2021Q3,142.5,0,0,48.8,0.0,0.0,0.0,6
lon37_4017lat13_3979,Tigray,2021Q4,64.7,0,0,-77.8,0.0,0.0,0.0,9
lon37_4017lat13_3979,Tigray,2022Q1,88.4,0,0,23.700000000000003,0.0,0.0,0.0,15
lon37_4017lat13_3979,Tigray,2022Q2,109.0,0,0,20.599999999999994,0.0,0.0,0.0,11
lon37_4017lat13_3979,Tigray,2022Q3,66.9,0,0,-42.099999999999994,0.0,0.0,0.0,4
lon37_4017lat13_3979,Tigray,2022Q4,118.2,0,0,51.3,0.0,0.0,0.0,9
lon37_4017lat13_3979,Tigray,2023Q1,109.6,0,0,-8.600000000000009,0.0,0.0,0.0,13
lon37_4017lat13_3979,Tigray,2023Q2,145.9,0,0,36.30000000000001,0.0,0.0,0.0,7
lon37_4017lat13_3979,Tigray,2023Q3,82.8,0,0,-63.10000000000001,0.0,0.0,0.0,4
lon37_4017lat13_3979,Tigray,2023Q4,80.2,0,0,-2.5999999999999943,0.0,0.0,0.0,5
lon37_402lat11_533,Amhara,2018Q1,80.7,3,0,,,,,11
lon37_402lat11_533,Amhara,2018Q2,136.3,7,0,55.60000000000001,4.0,0.0,,9
lon37_402lat11_533,Amhara,2018Q3,35.8,3,0,-100.50000000000001,-4.0,0.0,4.0,2
lon37_402lat11_533,Amhara,2018Q4,53.8,4,0,18.0,1.0,0.0,-4.0,7
lon37_402lat11_533,Amhara,2019Q1,106.6,2,5,52.8,-2.0,5.0,1.0,11
lon37_402lat11_533,Amhara,2019Q2,55.6,9,15,-50.99999999999999,7.0,10.0,-2.0,6
lon37_402lat11_533,Amhara,2019Q3,144.1,0,0,88.5,-9.0,-15.0,7.0,3
lon37_402lat11_533,Amhara,2019Q4,145.1,1,0,1.0,1.0,0.0,-9.0,6
lon37_402lat11_533,Amhara,2020Q1,33.8,2,0,-111.3,1.0,0.0,1.0,9
lon37_402lat11_533,Amhara,2020Q2,82.6,0,0,48.8,-2.0,0.0,1.0,8
lon37_402lat11_533,Amhara,2020Q3,28.6,0,0,-53.99999999999999,0.0,0.0,-2.0,1
lon37_402lat11_533,Amhara,2020Q4,156.2,4,0,127.6,4.0,0.0,0.0,4
lon37_402lat11_533,Amhara,2021Q1,110.7,0,0,-45.499999999999986,-4.0,0.0,4.0,2
lon37_402lat11_533,Amhara,2021Q2,104.9,4,1,-5.799999999999997,4.0,1.0,-4.0,4
lon37_402lat11_533,Amhara,2021Q3,72.8,4,20,-32.10000000000001,0.0,19.0,4.0,2
lon37_402lat11_533,Amhara,2021Q4,102.8,3,1,30.0,-1.0,-19.0,0.0,10
lon37_402lat11_533,Amhara,2022Q1,,0,0,,-3.0,-1.0,-1.0,0
lon37_402lat11_533,Amhara,2022Q2,,4,0,,4.0,0.0,-3.0,0
lon37_402lat11_533,Amhara,2022Q3,,1,0,,-3.0,0.0,4.0,0
lon37_402lat11_533,Amhara,2022Q4,,1,0,,0.0,0.0,-3.0,0
lon37_402lat11_533,Amhara,2023Q1,,0,0,,-1.0,0.0,0.0,0
lon37_402lat11_533,Amhara,2023Q2,,7,3,,7.0,3.0,-1.0,0
lon37_402lat11_533,Amhara,2023Q3,,13,38,,6.0,35.0,7.0,0
lon37_402lat11_533,Amhara,2023Q4,,16,16,,3.0,-22.0,6.0,0
lon37_4049lat6_5893,SNNPR,2018Q1,-18.9,0,0,,,,,5
lon37_4049lat6_5893,SNNPR,2018Q2,100.4,0,0,119.30000000000001,0.0,0.0,,3
lon37_4049lat6_5893,SNNPR,2018Q3,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2018Q4,46.4,0,0,,0.0,0.0,0.0,7
lon37_4049lat6_5893,SNNPR,2019Q1,35.9,0,0,-10.5,0.0,0.0,0.0,9
lon37_4049lat6_5893,SNNPR,2019Q2,143.6,0,0,107.69999999999999,0.0,0.0,0.0,2
lon37_4049lat6_5893,SNNPR,2019Q3,139.1,0,0,-4.5,0.0,0.0,0.0,1
lon37_4049lat6_5893,SNNPR,2019Q4,-13.6,0,0,-152.7,0.0,0.0,0.0,5
lon37_4049lat6_5893,SNNPR,2020Q1,76.0,0,0,89.6,0.0,0.0,0.0,5
lon37_4049lat6_5893,SNNPR,2020Q2,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2020Q3,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2020Q4,223.3,0,0,,0.0,0.0,0.0,4
lon37_4049lat6_5893,SNNPR,2021Q1,8.5,0,0,-214.8,0.0,0.0,0.0,7
lon37_4049lat6_5893,SNNPR,2021Q2,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2021Q3,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2021Q4,115.9,0,0,,0.0,0.0,0.0,3
lon37_4049lat6_5893,SNNPR,2022Q1,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2022Q2,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2022Q3,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2022Q4,,0,0,,0.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2023Q1,,1,0,,1.0,0.0,0.0,0
lon37_4049lat6_5893,SNNPR,2023Q2,,0,0,,-1.0,0.0,1.0,0
lon37_4049lat6_5893,SNNPR,2023Q3,,0,0,,0.0,0.0,-1.0,0
lon37_4049lat6_5893,SNNPR,2023Q4,,0,0,,0.0,0.0,0.0,0
lon37_4149lat5_5556,SNNPR,2018Q1,151.3,0,0,,,,,4
lon37_4149lat5_5556,SNNPR,2018Q2,67.3,0,0,-84.00000000000001,0.0,0.0,,3
lon37_4149lat5_5556,SNNPR,2018Q3,104.0,0,0,36.7,0.0,0.0,0.0,4
lon37_4149lat5_5556,SNNPR,2018Q4,116.0,0,0,12.0,0.0,0.0,0.0,1
lon37_4149lat5_5556,SNNPR,2019Q1,28.6,0,0,-87.4,0.0,0.0,0.0,7
lon37_4149lat5_5556,SNNPR,2019Q2,-5.9,0,0,-34.5,0.0,0.0,0.0,4
lon37_4149lat5_5556,SNNPR,2019Q3,,0,0,,0.0,0.0,0.0,0
lon37_4149lat5_5556,SNNPR,2019Q4,194.5,0,0,,0.0,0.0,0.0,4
lon37_4149lat5_5556,SNNPR,2020Q1,126.2,0,0,-68.3,0.0,0.0,0.0,2
lon37_4149lat5_5556,SNNPR,2020Q2,103.0,0,0,-23.200000000000003,0.0,0.0,0.0,2
lon37_4149lat5_5556,SNNPR,2020Q3,50.9,0,0,-52.1,0.0,0.0,0.0,4
lon37_4149lat5_5556,SNNPR,2020Q4,170.1,3,47,119.19999999999999,3.0,47.0,0.0,3
lon37_4149lat5_5556,SNNPR,2021Q1,84.1,0,0,-86.0,-3.0,-47.0,3.0,6
lon37_4149lat5_5556,SNNPR,2021Q2,84.0,1,2,-0.09999999999999432,1.0,2.0,-3.0,3
lon37_4149lat5_5556,SNNPR,2021Q3,134.1,1,3,50.099999999999994,0.0,1.0,1.0,7
lon37_4149lat5_5556,SNNPR,2021Q4,117.4,1,5,-16.69999999999999,0.0,2.0,0.0,8
lon37_4149lat5_5556,SNNPR,2022Q1,170.5,3,14,53.099999999999994,2.0,9.0,0.0,17
lon37_4149lat5_5556,SNNPR,2022Q2,65.5,14,18,-105.0,11.0,4.0,2.0,6
lon37_4149lat5_5556,SNNPR,2022Q3,25.1,2,12,-40.4,-12.0,-6.0,11.0,6
lon37_4149lat5_5556,SNNPR,2022Q4,74.5,0,0,49.4,-2.0,-12.0,-12.0,11
lon37_4149lat5_5556,SNNPR,2023Q1,101.8,1,2,27.299999999999997,1.0,2.0,-2.0,9
lon37_4149lat5_5556,SNNPR,2023Q2,56.6,1,2,-45.199999999999996,0.0,0.0,1.0,8
lon37_4149lat5_5556,SNNPR,2023Q3,145.6,0,0,89.0,-1.0,-2.0,0.0,20
lon37_4149lat5_5556,SNNPR,2023Q4,90.2,1,1,-55.39999999999999,1.0,1.0,-1.0,13
lon37_4151lat12_74,Amhara,2018Q1,170.5,4,4,,,,,8
lon37_4151lat12_74,Amhara,2018Q2,75.8,1,0,-94.7,-3.0,-4.0,,9
lon37_4151lat12_74,Amhara,2018Q3,51.4,3,0,-24.4,2.0,0.0,-3.0,4
lon37_4151lat12_74,Amhara,2018Q4,98.4,6,10,47.00000000000001,3.0,10.0,2.0,7
lon37_4151lat12_74,Amhara,2019Q1,93.4,4,5,-5.0,-2.0,-5.0,3.0,13
lon37_4151lat12_74,Amhara,2019Q2,116.9,1,0,23.5,-3.0,-5.0,-2.0,3
lon37_4151lat12_74,Amhara,2019Q3,125.4,3,3,8.5,2.0,3.0,-3.0,1
lon37_4151lat12_74,Amhara,2019Q4,97.0,1,0,-28.400000000000006,-2.0,-3.0,2.0,6
lon37_4151lat12_74,Amhara,2020Q1,56.7,4,4,-40.3,3.0,4.0,-2.0,7
lon37_4151lat12_74,Amhara,2020Q2,55.9,0,0,-0.8000000000000043,-4.0,-4.0,3.0,4
lon37_4151lat12_74,Amhara,2020Q3,157.7,0,0,101.79999999999998,0.0,0.0,-4.0,2
lon37_4151lat12_74,Amhara,2020Q4,101.3,2,0,-56.39999999999999,2.0,0.0,0.0,1
lon37_4151lat12_74,Amhara,2021Q1,184.5,0,0,83.2,-2.0,0.0,2.0,12
lon37_4151lat12_74,Amhara,2021Q2,174.4,4,0,-10.099999999999994,4.0,0.0,-2.0,7
lon37_4151lat12_74,Amhara,2021Q3,114.4,2,0,-60.0,-2.0,0.0,4.0,6
lon37_4151lat12_74,Amhara,2021Q4,126.5,1,0,12.099999999999994,-1.0,0.0,-2.0,18
lon37_4151lat12_74,Amhara,2022Q1,175.1,0,0,48.599999999999994,-1.0,0.0,-1.0,14
lon37_4151lat12_74,Amhara,2022Q2,95.0,7,23,-80.1,7.0,23.0,-1.0,11
lon37_4151lat12_74,Amhara,2022Q3,55.8,0,0,-39.2,-7.0,-23.0,7.0,4
lon37_4151lat12_74,Amhara,2022Q4,159.7,2,0,103.89999999999999,2.0,0.0,-7.0,11
lon37_4151lat12_74,Amhara,2023Q1,65.1,1,1,-94.6,-1.0,1.0,2.0,14
lon37_4151lat12_74,Amhara,2023Q2,142.4,9,3,77.30000000000001,8.0,2.0,-1.0,13
lon37_4151lat12_74,Amhara,2023Q3,80.7,17,151,-61.7,8.0,148.0,8.0,5
lon37_4151lat12_74,Amhara,2023Q4,109.1,1,1,28.39999999999999,-16.0,-150.0,8.0,11
lon37_4171lat13_6816,Tigray,2018Q1,49.1,0,0,,,,,5
lon37_4171lat13_6816,Tigray,2018Q2,126.0,0,0,76.9,0.0,0.0,,2
lon37_4171lat13_6816,Tigray,2018Q3,,0,0,,0.0,0.0,0.0,0
lon37_4171lat13_6816,Tigray,2018Q4,96.2,0,0,,0.0,0.0,0.0,6
lon37_4171lat13_6816,Tigray,2019Q1,41.8,0,0,-54.400000000000006,0.0,0.0,0.0,7
lon37_4171lat13_6816,Tigray,2019Q2,50.2,0,0,8.400000000000006,0.0,0.0,0.0,3
lon37_4171lat13_6816,Tigray,2019Q3,102.1,0,0,51.89999999999999,0.0,0.0,0.0,2
lon37_4171lat13_6816,Tigray,2019Q4,196.5,0,0,94.4,0.0,0.0,0.0,6
lon37_4171lat13_6816,Tigray,2020Q1,81.7,0,0,-114.8,0.0,0.0,0.0,5
lon37_4171lat13_6816,Tigray,2020Q2,54.0,0,0,-27.700000000000003,0.0,0.0,0.0,1
lon37_4171lat13_6816,Tigray,2020Q3,122.4,0,0,68.4,0.0,0.0,0.0,3
lon37_4171lat13_6816,Tigray,2020Q4,116.4,4,0,-6.0,4.0,0.0,0.0,4
lon37_4171lat13_6816,Tigray,2021Q1,108.0,0,0,-8.400000000000006,-4.0,0.0,4.0,9
lon37_4171lat13_6816,Tigray,2021Q2,182.0,0,0,74.0,0.0,0.0,-4.0,5
lon37_4171lat13_6816,Tigray,2021Q3,215.3,0,0,33.30000000000001,0.0,0.0,0.0,2
lon37_4171lat13_6816,Tigray,2021Q4,13.6,0,0,-201.70000000000002,0.0,0.0,0.0,6
lon37_4171lat13_6816,Tigray,2022Q1,34.6,0,0,21.0,0.0,0.0,0.0,10
lon37_4171lat13_6816,Tigray,2022Q2,234.1,0,0,199.5,0.0,0.0,0.0,4
lon37_4171lat13_6816,Tigray,2022Q3,182.0,0,0,-52.099999999999994,0.0,0.0,0.0,5
lon37_4171lat13_6816,Tigray,2022Q4,64.6,0,0,-117.4,0.0,0.0,0.0,8
lon37_4171lat13_6816,Tigray,2023Q1,71.0,0,0,6.400000000000006,0.0,0.0,0.0,11
lon37_4171lat13_6816,Tigray,2023Q2,140.1,1,0,69.1,1.0,0.0,0.0,6
lon37_4171lat13_6816,Tigray,2023Q3,109.1,0,0,-31.0,-1.0,0.0,1.0,13
lon37_4171lat13_6816,Tigray,2023Q4,69.9,0,0,-39.19999999999999,0.0,0.0,-1.0,14
lon37_4177lat13_8036,Tigray,2018Q1,86.6,0,0,,,,,12
lon37_4177lat13_8036,Tigray,2018Q2,122.9,0,0,36.30000000000001,0.0,0.0,,4
lon37_4177lat13_8036,Tigray,2018Q3,40.2,0,0,-82.7,0.0,0.0,0.0,1
lon37_4177lat13_8036,Tigray,2018Q4,97.7,0,0,57.5,0.0,0.0,0.0,5
lon37_4177lat13_8036,Tigray,2019Q1,107.9,0,0,10.200000000000003,0.0,0.0,0.0,7
lon37_4177lat13_8036,Tigray,2019Q2,102.5,0,0,-5.400000000000006,0.0,0.0,0.0,4
lon37_4177lat13_8036,Tigray,2019Q3,101.2,0,0,-1.2999999999999972,0.0,0.0,0.0,4
lon37_4177lat13_8036,Tigray,2019Q4,80.6,0,0,-20.60000000000001,0.0,0.0,0.0,7
lon37_4177lat13_8036,Tigray,2020Q1,127.4,0,0,46.80000000000001,0.0,0.0,0.0,8
lon37_4177lat13_8036,Tigray,2020Q2,38.3,0,0,-89.10000000000001,0.0,0.0,0.0,3
lon37_4177lat13_8036,Tigray,2020Q3,135.8,0,0,97.50000000000001,0.0,0.0,0.0,5
lon37_4177lat13_8036,Tigray,2020Q4,72.8,4,0,-63.000000000000014,4.0,0.0,0.0,9
lon37_4177lat13_8036,Tigray,2021Q1,65.0,0,0,-7.799999999999997,-4.0,0.0,4.0,15
lon37_4177lat13_8036,Tigray,2021Q2,100.4,0,0,35.400000000000006,0.0,0.0,-4.0,8
lon37_4177lat13_8036,Tigray,2021Q3,129.2,0,0,28.799999999999983,0.0,0.0,0.0,9
lon37_4177lat13_8036,Tigray,2021Q4,109.9,0,0,-19.299999999999983,0.0,0.0,0.0,17
lon37_4177lat13_8036,Tigray,2022Q1,54.8,0,0,-55.10000000000001,0.0,0.0,0.0,15
lon37_4177lat13_8036,Tigray,2022Q2,124.9,0,0,70.10000000000001,0.0,0.0,0.0,13
lon37_4177lat13_8036,Tigray,2022Q3,134.2,0,0,9.299999999999983,0.0,0.0,0.0,8
lon37_4177lat13_8036,Tigray,2022Q4,91.5,0,0,-42.69999999999999,0.0,0.0,0.0,14
lon37_4177lat13_8036,Tigray,2023Q1,116.4,0,0,24.900000000000006,0.0,0.0,0.0,13
lon37_4177lat13_8036,Tigray,2023Q2,156.1,1,0,39.69999999999999,1.0,0.0,0.0,9
lon37_4177lat13_8036,Tigray,2023Q3,68.0,0,0,-88.1,-1.0,0.0,1.0,14
lon37_4177lat13_8036,Tigray,2023Q4,47.5,0,0,-20.5,0.0,0.0,-1.0,15
lon37_4206lat5_723,SNNPR,2018Q1,30.2,0,0,,,,,5
lon37_4206lat5_723,SNNPR,2018Q2,152.3,0,0,122.10000000000001,0.0,0.0,,2
lon37_4206lat5_723,SNNPR,2018Q3,135.4,0,0,-16.900000000000006,0.0,0.0,0.0,4
lon37_4206lat5_723,SNNPR,2018Q4,123.2,0,0,-12.200000000000003,0.0,0.0,0.0,4
lon37_4206lat5_723,SNNPR,2019Q1,56.0,0,0,-67.2,0.0,0.0,0.0,7
lon37_4206lat5_723,SNNPR,2019Q2,,0,0,,0.0,0.0,0.0,0
lon37_4206lat5_723,SNNPR,2019Q3,129.3,0,0,,0.0,0.0,0.0,2
lon37_4206lat5_723,SNNPR,2019Q4,143.4,0,0,14.099999999999994,0.0,0.0,0.0,5
lon37_4206lat5_723,SNNPR,2020Q1,95.9,0,0,-47.5,0.0,0.0,0.0,4
lon37_4206lat5_723,SNNPR,2020Q2,40.4,0,0,-55.50000000000001,0.0,0.0,0.0,6
lon37_4206lat5_723,SNNPR,2020Q3,,0,0,,0.0,0.0,0.0,0
lon37_4206lat5_723,SNNPR,2020Q4,171.9,1,22,,1.0,22.0,0.0,5
lon37_4206lat5_723,SNNPR,2021Q1,91.7,0,0,-80.2,-1.0,-22.0,1.0,9
lon37_4206lat5_723,SNNPR,2021Q2,96.0,1,2,4.299999999999997,1.0,2.0,-1.0,4
lon37_4206lat5_723,SNNPR,2021Q3,114.0,0,0,18.0,-1.0,-2.0,1.0,5
lon37_4206lat5_723,SNNPR,2021Q4,100.3,0,0,-13.700000000000003,0.0,0.0,-1.0,11
lon37_4206lat5_723,SNNPR,2022Q1,85.7,0,0,-14.599999999999994,0.0,0.0,0.0,14
lon37_4206lat5_723,SNNPR,2022Q2,100.0,12,17,14.299999999999997,12.0,17.0,0.0,8
lon37_4206lat5_723,SNNPR,2022Q3,142.5,2,12,42.5,-10.0,-5.0,12.0,1
lon37_4206lat5_723,SNNPR,2022Q4,122.2,0,0,-20.299999999999997,-2.0,-12.0,-10.0,8
lon37_4206lat5_723,SNNPR,2023Q1,68.2,1,2,-54.0,1.0,2.0,-2.0,9
lon37_4206lat5_723,SNNPR,2023Q2,122.3,1,2,54.099999999999994,0.0,0.0,1.0,5
lon37_4206lat5_723,SNNPR,2023Q3,98.8,0,0,-23.5,-1.0,-2.0,0.0,5
lon37_4206lat5_723,SNNPR,2023Q4,89.0,1,1,-9.799999999999997,1.0,1.0,-1.0,9
lon37_4247lat8_5314,Oromia,2018Q1,160.3,0,0,,,,,10
lon37_4247lat8_5314,Oromia,2018Q2,26.3,0,0,-134.0,0.0,0.0,,2
lon37_4247lat8_5314,Oromia,2018Q3,57.1,0,0,30.8,0.0,0.0,0.0,3
lon37_4247lat8_5314,Oromia,2018Q4,121.8,0,0,64.69999999999999,0.0,0.0,0.0,7
lon37_4247lat8_5314,Oromia,2019Q1,195.6,0,0,73.8,0.0,0.0,0.0,5
lon37_4247lat8_5314,Oromia,2019Q2,79.0,0,0,-116.6,0.0,0.0,0.0,5
lon37_4247lat8_5314,Oromia,2019Q3,,0,0,,0.0,0.0,0.0,0
lon37_4247lat8_5314,Oromia,2019Q4,111.3,0,0,,0.0,0.0,0.0,10
lon37_4247lat8_5314,Oromia,2020Q1,316.5,0,0,205.2,0.0,0.0,0.0,5
lon37_4247lat8_5314,Oromia,2020Q2,38.5,0,0,-278.0,0.0,0.0,0.0,2
lon37_4247lat8_5314,Oromia,2020Q3,,0,0,,0.0,0.0,0.0,0
lon37_4247lat8_5314,Oromia,2020Q4,153.6,0,0,,0.0,0.0,0.0,1
lon37_4247lat8_5314,Oromia,2021Q1,78.9,0,0,-74.69999999999999,0.0,0.0,0.0,19
lon37_4247lat8_5314,Oromia,2021Q2,65.6,0,0,-13.300000000000011,0.0,0.0,0.0,8
lon37_4247lat8_5314,Oromia,2021Q3,70.5,0,0,4.900000000000006,0.0,0.0,0.0,1
lon37_4247lat8_5314,Oromia,2021Q4,150.1,1,23,79.6,1.0,23.0,0.0,15
lon37_4247lat8_5314,Oromia,2022Q1,120.2,1,23,-29.89999999999999,0.0,0.0,1.0,13
lon37_4247lat8_5314,Oromia,2022Q2,74.8,3,7,-45.400000000000006,2.0,-16.0,0.0,5
lon37_4247lat8_5314,Oromia,2022Q3,126.6,1,1,51.8,-2.0,-6.0,2.0,2
lon37_4247lat8_5314,Oromia,2022Q4,112.6,0,0,-14.0,-1.0,-1.0,-2.0,11
lon37_4247lat8_5314,Oromia,2023Q1,170.0,0,0,57.400000000000006,0.0,0.0,-1.0,9
lon37_4247lat8_5314,Oromia,2023Q2,78.6,0,0,-91.4,0.0,0.0,0.0,3
lon37_4247lat8_5314,Oromia,2023Q3,45.4,0,0,-33.199999999999996,0.0,0.0,0.0,3
lon37_4247lat8_5314,Oromia,2023Q4,111.7,2,3,66.30000000000001,2.0,3.0,0.0,6
lon37_4277lat10_8227,Amhara,2018Q1,54.5,0,0,,,,,8
lon37_4277lat10_8227,Amhara,2018Q2,218.3,0,0,163.8,0.0,0.0,,1
lon37_4277lat10_8227,Amhara,2018Q3,93.6,0,0,-124.70000000000002,0.0,0.0,0.0,4
lon37_4277lat10_8227,Amhara,2018Q4,96.2,0,0,2.6000000000000085,0.0,0.0,0.0,8
lon37_4277lat10_8227,Amhara,2019Q1,50.4,0,0,-45.800000000000004,0.0,0.0,0.0,11
lon37_4277lat10_8227,Amhara,2019Q2,133.9,0,0,83.5,0.0,0.0,0.0,3
lon37_4277lat10_8227,Amhara,2019Q3,,0,0,,0.0,0.0,0.0,0
lon37_4277lat10_8227,Amhara,2019Q4,117.0,0,0,,0.0,0.0,0.0,12
lon37_4277lat10_8227,Amhara,2020Q1,129.9,0,0,12.900000000000006,0.0,0.0,0.0,6
lon37_4277lat10_8227,Amhara,2020Q2,89.1,0,0,-40.80000000000001,0.0,0.0,0.0,4
lon37_4277lat10_8227,Amhara,2020Q3,,0,0,,0.0,0.0,0.0,0
lon37_4277lat10_8227,Amhara,2020Q4,105.9,0,0,,0.0,0.0,0.0,4
lon37_4277lat10_8227,Amhara,2021Q1,134.5,0,0,28.599999999999994,0.0,0.0,0.0,5
lon37_4277lat10_8227,Amhara,2021Q2,73.1,0,0,-61.400000000000006,0.0,0.0,0.0,14
lon37_4277lat10_8227,Amhara,2021Q3,68.2,0,0,-4.8999999999999915,0.0,0.0,0.0,3
lon37_4277lat10_8227,Amhara,2021Q4,110.2,0,0,42.0,0.0,0.0,0.0,9
lon37_4277lat10_8227,Amhara,2022Q1,102.4,0,0,-7.799999999999997,0.0,0.0,0.0,18
lon37_4277lat10_8227,Amhara,2022Q2,98.8,0,0,-3.6000000000000085,0.0,0.0,0.0,10
lon37_4277lat10_8227,Amhara,2022Q3,137.6,0,0,38.8,0.0,0.0,0.0,5
lon37_4277lat10_8227,Amhara,2022Q4,91.6,0,0,-46.0,0.0,0.0,0.0,13
lon37_4277lat10_8227,Amhara,2023Q1,75.9,0,0,-15.699999999999989,0.0,0.0,0.0,15
lon37_4277lat10_8227,Amhara,2023Q2,190.6,1,0,114.69999999999999,1.0,0.0,0.0,14
lon37_4277lat10_8227,Amhara,2023Q3,41.0,10,13,-149.6,9.0,13.0,1.0,14
lon37_4277lat10_8227,Amhara,2023Q4,74.8,9,10,33.8,-1.0,-3.0,9.0,18
lon37_4286lat5_8929,SNNPR,2018Q1,99.5,0,0,,,,,7
lon37_4286lat5_8929,SNNPR,2018Q2,130.7,0,0,31.19999999999999,0.0,0.0,,1
lon37_4286lat5_8929,SNNPR,2018Q3,50.9,0,0,-79.79999999999998,0.0,0.0,0.0,1
lon37_4286lat5_8929,SNNPR,2018Q4,123.4,0,0,72.5,0.0,0.0,0.0,7
lon37_4286lat5_8929,SNNPR,2019Q1,89.6,0,0,-33.80000000000001,0.0,0.0,0.0,12
lon37_4286lat5_8929,SNNPR,2019Q2,112.2,0,0,22.60000000000001,0.0,0.0,0.0,2
lon37_4286lat5_8929,SNNPR,2019Q3,122.4,0,0,10.200000000000003,0.0,0.0,0.0,2
lon37_4286lat5_8929,SNNPR,2019Q4,100.7,0,0,-21.700000000000003,0.0,0.0,0.0,2
lon37_4286lat5_8929,SNNPR,2020Q1,122.5,0,0,21.799999999999997,0.0,0.0,0.0,7
lon37_4286lat5_8929,SNNPR,2020Q2,102.0,0,0,-20.5,0.0,0.0,0.0,2
lon37_4286lat5_8929,SNNPR,2020Q3,,0,0,,0.0,0.0,0.0,0
lon37_4286lat5_8929,SNNPR,2020Q4,,0,0,,0.0,0.0,0.0,0
lon37_4286lat5_8929,SNNPR,2021Q1,135.1,0,0,,0.0,0.0,0.0,13
lon37_4286lat5_8929,SNNPR,2021Q2,185.8,0,0,50.70000000000002,0.0,0.0,0.0,3
lon37_4286lat5_8929,SNNPR,2021Q3,156.2,0,0,-29.600000000000023,0.0,0.0,0.0,2
lon37_4286lat5_8929,SNNPR,2021Q4,180.2,0,0,24.0,0.0,0.0,0.0,16
lon37_4286lat5_8929,SNNPR,2022Q1,123.6,0,0,-56.599999999999994,0.0,0.0,0.0,14
lon37_4286lat5_8929,SNNPR,2022Q2,232.2,0,0,108.6,0.0,0.0,0.0,4
lon37_4286lat5_8929,SNNPR,2022Q3,321.8,0,0,89.60000000000002,0.0,0.0,0.0,1
lon37_4286lat5_8929,SNNPR,2022Q4,232.9,0,0,-88.9,0.0,0.0,0.0,11
lon37_4286lat5_8929,SNNPR,2023Q1,196.0,0,0,-36.900000000000006,0.0,0.0,0.0,17
lon37_4286lat5_8929,SNNPR,2023Q2,233.1,0,0,37.099999999999994,0.0,0.0,0.0,1
lon37_4286lat5_8929,SNNPR,2023Q3,266.2,0,0,33.099999999999994,0.0,0.0,0.0,2
lon37_4286lat5_8929,SNNPR,2023Q4,182.9,0,0,-83.29999999999998,0.0,0.0,0.0,8
lon37_4287lat13_5889,Tigray,2018Q1,67.7,0,0,,,,,6
