market,region,quarter,act,conf_n,conf_fat,d_act,d_conf,d_fat,d_conf_lag,n_img
lon10_0114lat38_8886,Amhara,2018Q1,135.0,0,0,,,,,8
lon10_0114lat38_8886,Amhara,2018Q2,82.3,0,0,-52.7,0.0,0.0,,4
lon10_0114lat38_8886,Amhara,2018Q3,,0,0,,0.0,0.0,0.0,0
lon10_0114lat38_8886,Amhara,2018Q4,91.0,0,0,,0.0,0.0,0.0,11
lon10_0114lat38_8886,Amhara,2019Q1,116.5,0,0,25.5,0.0,0.0,0.0,5
lon10_0114lat38_8886,Amhara,2019Q2,104.5,0,0,-12.0,0.0,0.0,0.0,6
lon10_0114lat38_8886,Amhara,2019Q3,108.2,0,0,3.700000000000003,0.0,0.0,0.0,4
lon10_0114lat38_8886,Amhara,2019Q4,79.9,0,0,-28.299999999999997,0.0,0.0,0.0,7
lon10_0114lat38_8886,Amhara,2020Q1,141.3,0,0,61.400000000000006,0.0,0.0,0.0,12
lon10_0114lat38_8886,Amhara,2020Q2,81.7,0,0,-59.60000000000001,0.0,0.0,0.0,4
lon10_0114lat38_8886,Amhara,2020Q3,40.5,0,0,-41.2,0.0,0.0,0.0,3
lon10_0114lat38_8886,Amhara,2020Q4,173.2,0,0,132.7,0.0,0.0,0.0,3
lon10_0114lat38_8886,Amhara,2021Q1,92.8,0,0,-80.39999999999999,0.0,0.0,0.0,9
lon10_0114lat38_8886,Amhara,2021Q2,109.1,0,0,16.299999999999997,0.0,0.0,0.0,6
lon10_0114lat38_8886,Amhara,2021Q3,41.5,0,0,-67.6,0.0,0.0,0.0,1
lon10_0114lat38_8886,Amhara,2021Q4,129.2,0,0,87.69999999999999,0.0,0.0,0.0,21
lon10_0114lat38_8886,Amhara,2022Q1,95.3,0,0,-33.89999999999999,0.0,0.0,0.0,14
lon10_0114lat38_8886,Amhara,2022Q2,97.0,0,0,1.7000000000000028,0.0,0.0,0.0,5
lon10_0114lat38_8886,Amhara,2022Q3,,0,0,,0.0,0.0,0.0,0
lon10_0114lat38_8886,Amhara,2022Q4,129.8,0,0,,0.0,0.0,0.0,9
lon10_0114lat38_8886,Amhara,2023Q1,137.7,0,0,7.899999999999977,0.0,0.0,0.0,8
lon10_0114lat38_8886,Amhara,2023Q2,100.3,2,1,-37.39999999999999,2.0,1.0,0.0,9
lon10_0114lat38_8886,Amhara,2023Q3,32.7,1,8,-67.6,-1.0,7.0,2.0,6
lon10_0114lat38_8886,Amhara,2023Q4,,1,10,,0.0,2.0,-1.0,0
lon10_0568lat38_9943,Amhara,2018Q1,74.1,0,0,,,,,16
lon10_0568lat38_9943,Amhara,2018Q2,108.9,0,0,34.80000000000001,0.0,0.0,,9
lon10_0568lat38_9943,Amhara,2018Q3,147.4,0,0,38.5,0.0,0.0,0.0,4
lon10_0568lat38_9943,Amhara,2018Q4,108.1,0,0,-39.30000000000001,0.0,0.0,0.0,10
lon10_0568lat38_9943,Amhara,2019Q1,82.3,0,0,-25.799999999999997,0.0,0.0,0.0,11
lon10_0568lat38_9943,Amhara,2019Q2,97.2,0,0,14.900000000000006,0.0,0.0,0.0,9
lon10_0568lat38_9943,Amhara,2019Q3,130.4,0,0,33.2,0.0,0.0,0.0,2
lon10_0568lat38_9943,Amhara,2019Q4,98.0,0,0,-32.400000000000006,0.0,0.0,0.0,11
lon10_0568lat38_9943,Amhara,2020Q1,102.8,0,0,4.799999999999997,0.0,0.0,0.0,15
lon10_0568lat38_9943,Amhara,2020Q2,80.9,0,0,-21.89999999999999,0.0,0.0,0.0,7
lon10_0568lat38_9943,Amhara,2020Q3,127.8,0,0,46.89999999999999,0.0,0.0,0.0,2
lon10_0568lat38_9943,Amhara,2020Q4,110.5,0,0,-17.299999999999997,0.0,0.0,0.0,6
lon10_0568lat38_9943,Amhara,2021Q1,124.0,0,0,13.5,0.0,0.0,0.0,14
lon10_0568lat38_9943,Amhara,2021Q2,74.6,0,0,-49.400000000000006,0.0,0.0,0.0,17
lon10_0568lat38_9943,Amhara,2021Q3,103.5,0,0,28.900000000000006,0.0,0.0,0.0,4
lon10_0568lat38_9943,Amhara,2021Q4,130.6,0,0,27.099999999999994,0.0,0.0,0.0,14
lon10_0568lat38_9943,Amhara,2022Q1,98.7,0,0,-31.89999999999999,0.0,0.0,0.0,26
lon10_0568lat38_9943,Amhara,2022Q2,107.6,0,0,8.899999999999991,0.0,0.0,0.0,20
lon10_0568lat38_9943,Amhara,2022Q3,41.0,0,0,-66.6,0.0,0.0,0.0,7
lon10_0568lat38_9943,Amhara,2022Q4,121.2,0,0,80.2,0.0,0.0,0.0,14
lon10_0568lat38_9943,Amhara,2023Q1,116.6,0,0,-4.6000000000000085,0.0,0.0,0.0,21
lon10_0568lat38_9943,Amhara,2023Q2,80.0,2,1,-36.599999999999994,2.0,1.0,0.0,12
lon10_0568lat38_9943,Amhara,2023Q3,63.2,1,8,-16.799999999999997,-1.0,7.0,2.0,9
lon10_0568lat38_9943,Amhara,2023Q4,142.7,1,10,79.49999999999999,0.0,2.0,-1.0,22
lon10_2051lat39_0847,Amhara,2018Q1,81.3,0,0,,,,,6
lon10_2051lat39_0847,Amhara,2018Q2,110.7,0,0,29.400000000000006,0.0,0.0,,4
lon10_2051lat39_0847,Amhara,2018Q3,136.5,0,0,25.799999999999997,0.0,0.0,0.0,1
lon10_2051lat39_0847,Amhara,2018Q4,89.4,0,0,-47.099999999999994,0.0,0.0,0.0,4
lon10_2051lat39_0847,Amhara,2019Q1,89.6,0,0,0.19999999999998863,0.0,0.0,0.0,9
lon10_2051lat39_0847,Amhara,2019Q2,87.1,0,0,-2.5,0.0,0.0,0.0,4
lon10_2051lat39_0847,Amhara,2019Q3,,0,0,,0.0,0.0,0.0,0
lon10_2051lat39_0847,Amhara,2019Q4,109.3,0,0,,0.0,0.0,0.0,7
lon10_2051lat39_0847,Amhara,2020Q1,189.6,0,0,80.3,0.0,0.0,0.0,9
lon10_2051lat39_0847,Amhara,2020Q2,64.4,0,0,-125.19999999999999,0.0,0.0,0.0,4
lon10_2051lat39_0847,Amhara,2020Q3,,0,0,,0.0,0.0,0.0,0
lon10_2051lat39_0847,Amhara,2020Q4,77.4,0,0,,0.0,0.0,0.0,7
lon10_2051lat39_0847,Amhara,2021Q1,125.2,0,0,47.8,0.0,0.0,0.0,7
lon10_2051lat39_0847,Amhara,2021Q2,159.4,0,0,34.2,0.0,0.0,0.0,4
lon10_2051lat39_0847,Amhara,2021Q3,,0,0,,0.0,0.0,0.0,0
lon10_2051lat39_0847,Amhara,2021Q4,3.9,0,0,,0.0,0.0,0.0,5
lon10_2051lat39_0847,Amhara,2022Q1,77.4,0,0,73.5,0.0,0.0,0.0,9
lon10_2051lat39_0847,Amhara,2022Q2,158.6,0,0,81.19999999999999,0.0,0.0,0.0,8
lon10_2051lat39_0847,Amhara,2022Q3,,0,0,,0.0,0.0,0.0,0
lon10_2051lat39_0847,Amhara,2022Q4,68.2,0,0,,0.0,0.0,0.0,11
lon10_2051lat39_0847,Amhara,2023Q1,100.9,0,0,32.7,0.0,0.0,0.0,7
lon10_2051lat39_0847,Amhara,2023Q2,130.0,0,0,29.099999999999994,0.0,0.0,0.0,6
lon10_2051lat39_0847,Amhara,2023Q3,203.9,0,0,73.9,0.0,0.0,0.0,3
lon10_2051lat39_0847,Amhara,2023Q4,22.4,1,0,-181.5,1.0,0.0,0.0,26
lon10_2251lat38_6967,Oromia,2018Q1,90.8,0,0,,,,,12
lon10_2251lat38_6967,Oromia,2018Q2,121.2,0,0,30.400000000000006,0.0,0.0,,3
lon10_2251lat38_6967,Oromia,2018Q3,99.0,0,0,-22.200000000000003,0.0,0.0,0.0,5
lon10_2251lat38_6967,Oromia,2018Q4,100.4,0,0,1.4000000000000057,0.0,0.0,0.0,14
lon10_2251lat38_6967,Oromia,2019Q1,71.0,0,0,-29.400000000000006,0.0,0.0,0.0,10
lon10_2251lat38_6967,Oromia,2019Q2,106.0,0,0,35.0,0.0,0.0,0.0,5
lon10_2251lat38_6967,Oromia,2019Q3,154.0,0,0,48.0,0.0,0.0,0.0,3
lon10_2251lat38_6967,Oromia,2019Q4,87.4,1,1,-66.6,1.0,1.0,0.0,10
lon10_2251lat38_6967,Oromia,2020Q1,87.4,0,0,0.0,-1.0,-1.0,1.0,5
lon10_2251lat38_6967,Oromia,2020Q2,83.7,0,0,-3.700000000000003,0.0,0.0,-1.0,2
lon10_2251lat38_6967,Oromia,2020Q3,85.6,0,0,1.8999999999999915,0.0,0.0,0.0,1
lon10_2251lat38_6967,Oromia,2020Q4,144.7,0,0,59.099999999999994,0.0,0.0,0.0,7
lon10_2251lat38_6967,Oromia,2021Q1,93.4,0,0,-51.29999999999998,0.0,0.0,0.0,9
lon10_2251lat38_6967,Oromia,2021Q2,105.3,0,0,11.899999999999991,0.0,0.0,0.0,12
lon10_2251lat38_6967,Oromia,2021Q3,,1,4,,1.0,4.0,0.0,0
lon10_2251lat38_6967,Oromia,2021Q4,108.1,2,26,,1.0,22.0,1.0,24
lon10_2251lat38_6967,Oromia,2022Q1,82.7,0,0,-25.39999999999999,-2.0,-26.0,1.0,18
lon10_2251lat38_6967,Oromia,2022Q2,123.0,9,58,40.3,9.0,58.0,-2.0,12
lon10_2251lat38_6967,Oromia,2022Q3,66.7,2,7,-56.3,-7.0,-51.0,9.0,2
lon10_2251lat38_6967,Oromia,2022Q4,103.1,12,21,36.39999999999999,10.0,14.0,-7.0,22
lon10_2251lat38_6967,Oromia,2023Q1,109.9,7,0,6.800000000000011,-5.0,-21.0,10.0,10
lon10_2251lat38_6967,Oromia,2023Q2,103.8,1,2,-6.1000000000000085,-6.0,2.0,-5.0,15
lon10_2251lat38_6967,Oromia,2023Q3,76.0,12,25,-27.799999999999997,11.0,23.0,-6.0,7
lon10_2251lat38_6967,Oromia,2023Q4,111.7,34,95,35.7,22.0,70.0,11.0,34
lon10_226lat39_447,Amhara,2018Q1,95.3,0,0,,,,,8
lon10_226lat39_447,Amhara,2018Q2,66.1,0,0,-29.200000000000003,0.0,0.0,,3
lon10_226lat39_447,Amhara,2018Q3,68.9,0,0,2.8000000000000114,0.0,0.0,0.0,2
lon10_226lat39_447,Amhara,2018Q4,118.6,0,0,49.69999999999999,0.0,0.0,0.0,9
lon10_226lat39_447,Amhara,2019Q1,104.0,0,0,-14.599999999999994,0.0,0.0,0.0,5
lon10_226lat39_447,Amhara,2019Q2,77.6,0,0,-26.400000000000006,0.0,0.0,0.0,4
lon10_226lat39_447,Amhara,2019Q3,98.8,0,0,21.200000000000003,0.0,0.0,0.0,1
lon10_226lat39_447,Amhara,2019Q4,112.2,0,0,13.400000000000006,0.0,0.0,0.0,7
lon10_226lat39_447,Amhara,2020Q1,97.9,0,0,-14.299999999999997,0.0,0.0,0.0,2
lon10_226lat39_447,Amhara,2020Q2,79.0,0,0,-18.900000000000006,0.0,0.0,0.0,5
lon10_226lat39_447,Amhara,2020Q3,,0,0,,0.0,0.0,0.0,0
lon10_226lat39_447,Amhara,2020Q4,111.1,0,0,,0.0,0.0,0.0,11
lon10_226lat39_447,Amhara,2021Q1,153.1,0,0,42.0,0.0,0.0,0.0,3
lon10_226lat39_447,Amhara,2021Q2,85.5,0,0,-67.6,0.0,0.0,0.0,3
lon10_226lat39_447,Amhara,2021Q3,,0,0,,0.0,0.0,0.0,0
lon10_226lat39_447,Amhara,2021Q4,106.8,0,0,,0.0,0.0,0.0,10
lon10_226lat39_447,Amhara,2022Q1,119.0,0,0,12.200000000000003,0.0,0.0,0.0,14
lon10_226lat39_447,Amhara,2022Q2,102.3,0,0,-16.700000000000003,0.0,0.0,0.0,9
lon10_226lat39_447,Amhara,2022Q3,105.1,0,0,2.799999999999997,0.0,0.0,0.0,1
lon10_226lat39_447,Amhara,2022Q4,95.4,0,0,-9.699999999999989,0.0,0.0,0.0,7
lon10_226lat39_447,Amhara,2023Q1,125.5,0,0,30.099999999999994,0.0,0.0,0.0,11
lon10_226lat39_447,Amhara,2023Q2,92.2,0,0,-33.3,0.0,0.0,0.0,7
lon10_226lat39_447,Amhara,2023Q3,125.8,2,12,33.599999999999994,2.0,12.0,0.0,2
lon10_226lat39_447,Amhara,2023Q4,97.1,0,0,-28.700000000000003,-2.0,-12.0,2.0,15
lon10_2519lat37_8403,Amhara,2018Q1,118.7,0,0,,,,,6
lon10_2519lat37_8403,Amhara,2018Q2,114.8,0,0,-3.9000000000000057,0.0,0.0,,1
lon10_2519lat37_8403,Amhara,2018Q3,95.4,2,0,-19.39999999999999,2.0,0.0,0.0,4
lon10_2519lat37_8403,Amhara,2018Q4,104.6,0,0,9.199999999999989,-2.0,0.0,2.0,2
lon10_2519lat37_8403,Amhara,2019Q1,99.4,0,0,-5.199999999999989,0.0,0.0,-2.0,6
lon10_2519lat37_8403,Amhara,2019Q2,204.2,0,0,104.79999999999998,0.0,0.0,0.0,2
lon10_2519lat37_8403,Amhara,2019Q3,,0,0,,0.0,0.0,0.0,0
lon10_2519lat37_8403,Amhara,2019Q4,109.5,0,0,,0.0,0.0,0.0,4
lon10_2519lat37_8403,Amhara,2020Q1,49.5,1,0,-60.0,1.0,0.0,0.0,7
lon10_2519lat37_8403,Amhara,2020Q2,267.3,0,0,217.8,-1.0,0.0,1.0,1
lon10_2519lat37_8403,Amhara,2020Q3,152.3,0,0,-115.0,0.0,0.0,-1.0,3
lon10_2519lat37_8403,Amhara,2020Q4,63.0,0,0,-89.30000000000001,0.0,0.0,0.0,3
lon10_2519lat37_8403,Amhara,2021Q1,96.7,0,0,33.7,0.0,0.0,0.0,5
lon10_2519lat37_8403,Amhara,2021Q2,132.4,4,0,35.7,4.0,0.0,0.0,9
lon10_2519lat37_8403,Amhara,2021Q3,176.1,0,0,43.69999999999999,-4.0,0.0,4.0,1
lon10_2519lat37_8403,Amhara,2021Q4,64.5,1,0,-111.6,1.0,0.0,-4.0,9
lon10_2519lat37_8403,Amhara,2022Q1,136.8,1,0,72.30000000000001,0.0,0.0,1.0,14
lon10_2519lat37_8403,Amhara,2022Q2,120.9,2,0,-15.900000000000006,1.0,0.0,0.0,6
lon10_2519lat37_8403,Amhara,2022Q3,183.9,0,0,63.0,-2.0,0.0,1.0,2
lon10_2519lat37_8403,Amhara,2022Q4,42.4,3,0,-141.5,3.0,0.0,-2.0,11
lon10_2519lat37_8403,Amhara,2023Q1,88.3,0,0,45.9,-3.0,0.0,3.0,9
lon10_2519lat37_8403,Amhara,2023Q2,123.0,6,0,34.7,6.0,0.0,-3.0,6
lon10_2519lat37_8403,Amhara,2023Q3,158.9,17,99,35.900000000000006,11.0,99.0,6.0,14
lon10_2519lat37_8403,Amhara,2023Q4,96.9,6,26,-62.0,-11.0,-73.0,11.0,27
lon10_2764lat38_917,Amhara,2018Q1,80.7,0,0,,,,,9
lon10_2764lat38_917,Amhara,2018Q2,107.2,0,0,26.5,0.0,0.0,,2
lon10_2764lat38_917,Amhara,2018Q3,75.5,0,0,-31.700000000000003,0.0,0.0,0.0,2
lon10_2764lat38_917,Amhara,2018Q4,119.7,0,0,44.2,0.0,0.0,0.0,5
lon10_2764lat38_917,Amhara,2019Q1,66.6,0,0,-53.10000000000001,0.0,0.0,0.0,7
lon10_2764lat38_917,Amhara,2019Q2,95.3,0,0,28.700000000000003,0.0,0.0,0.0,9
lon10_2764lat38_917,Amhara,2019Q3,,0,0,,0.0,0.0,0.0,0
lon10_2764lat38_917,Amhara,2019Q4,132.4,0,0,,0.0,0.0,0.0,6
lon10_2764lat38_917,Amhara,2020Q1,100.6,0,0,-31.80000000000001,0.0,0.0,0.0,7
lon10_2764lat38_917,Amhara,2020Q2,127.1,0,0,26.5,0.0,0.0,0.0,5
lon10_2764lat38_917,Amhara,2020Q3,,0,0,,0.0,0.0,0.0,0
lon10_2764lat38_917,Amhara,2020Q4,115.7,0,0,,0.0,0.0,0.0,3
lon10_2764lat38_917,Amhara,2021Q1,119.5,0,0,3.799999999999997,0.0,0.0,0.0,8
lon10_2764lat38_917,Amhara,2021Q2,107.2,0,0,-12.299999999999997,0.0,0.0,0.0,9
lon10_2764lat38_917,Amhara,2021Q3,91.4,0,0,-15.799999999999997,0.0,0.0,0.0,2
lon10_2764lat38_917,Amhara,2021Q4,105.6,0,0,14.199999999999989,0.0,0.0,0.0,10
lon10_2764lat38_917,Amhara,2022Q1,105.2,0,0,-0.3999999999999915,0.0,0.0,0.0,10
lon10_2764lat38_917,Amhara,2022Q2,129.8,1,3,24.60000000000001,1.0,3.0,0.0,6
lon10_2764lat38_917,Amhara,2022Q3,53.7,0,0,-76.10000000000001,-1.0,-3.0,1.0,2
lon10_2764lat38_917,Amhara,2022Q4,110.7,1,0,57.0,1.0,0.0,-1.0,11
lon10_2764lat38_917,Amhara,2023Q1,148.4,0,0,37.7,-1.0,0.0,1.0,11
lon10_2764lat38_917,Amhara,2023Q2,107.2,1,0,-41.2,1.0,0.0,-1.0,6
lon10_2764lat38_917,Amhara,2023Q3,89.3,2,4,-17.900000000000006,1.0,4.0,1.0,6
lon10_2764lat38_917,Amhara,2023Q4,110.3,7,37,21.0,5.0,33.0,1.0,16
lon10_3003lat37_4647,Amhara,2018Q1,129.8,0,0,,,,,15
lon10_3003lat37_4647,Amhara,2018Q2,125.4,0,0,-4.400000000000006,0.0,0.0,,9
lon10_3003lat37_4647,Amhara,2018Q3,286.6,0,0,161.20000000000002,0.0,0.0,0.0,1
lon10_3003lat37_4647,Amhara,2018Q4,115.9,0,0,-170.70000000000002,0.0,0.0,0.0,20
lon10_3003lat37_4647,Amhara,2019Q1,97.4,0,0,-18.5,0.0,0.0,0.0,16
lon10_3003lat37_4647,Amhara,2019Q2,178.5,0,0,81.1,0.0,0.0,0.0,8
lon10_3003lat37_4647,Amhara,2019Q3,87.6,0,0,-90.9,0.0,0.0,0.0,2
lon10_3003lat37_4647,Amhara,2019Q4,43.7,0,0,-43.89999999999999,0.0,0.0,0.0,18
lon10_3003lat37_4647,Amhara,2020Q1,116.1,0,0,72.39999999999999,0.0,0.0,0.0,15
lon10_3003lat37_4647,Amhara,2020Q2,74.6,0,0,-41.5,0.0,0.0,0.0,7
lon10_3003lat37_4647,Amhara,2020Q3,54.2,0,0,-20.39999999999999,0.0,0.0,0.0,1
lon10_3003lat37_4647,Amhara,2020Q4,89.2,0,0,35.0,0.0,0.0,0.0,8
lon10_3003lat37_4647,Amhara,2021Q1,124.0,0,0,34.8,0.0,0.0,0.0,22
lon10_3003lat37_4647,Amhara,2021Q2,122.6,0,0,-1.4000000000000057,0.0,0.0,0.0,24
lon10_3003lat37_4647,Amhara,2021Q3,243.2,0,0,120.6,0.0,0.0,0.0,1
lon10_3003lat37_4647,Amhara,2021Q4,53.5,0,0,-189.7,0.0,0.0,0.0,28
lon10_3003lat37_4647,Amhara,2022Q1,90.0,0,0,36.5,0.0,0.0,0.0,45
lon10_3003lat37_4647,Amhara,2022Q2,172.7,0,0,82.69999999999999,0.0,0.0,0.0,15
lon10_3003lat37_4647,Amhara,2022Q3,23.4,0,0,-149.29999999999998,0.0,0.0,0.0,2
lon10_3003lat37_4647,Amhara,2022Q4,59.0,0,0,35.6,0.0,0.0,0.0,19
lon10_3003lat37_4647,Amhara,2023Q1,103.3,0,0,44.3,0.0,0.0,0.0,31
lon10_3003lat37_4647,Amhara,2023Q2,99.9,6,11,-3.3999999999999915,6.0,11.0,0.0,26
lon10_3003lat37_4647,Amhara,2023Q3,65.8,4,1,-34.10000000000001,-2.0,-10.0,6.0,7
lon10_3003lat37_4647,Amhara,2023Q4,102.4,3,11,36.60000000000001,-1.0,10.0,-2.0,42
lon10_3108lat39_6575,Amhara,2018Q1,78.6,0,0,,,,,4
lon10_3108lat39_6575,Amhara,2018Q2,100.6,0,0,22.0,0.0,0.0,,1
lon10_3108lat39_6575,Amhara,2018Q3,62.5,0,0,-38.099999999999994,0.0,0.0,0.0,1
lon10_3108lat39_6575,Amhara,2018Q4,151.2,0,0,88.69999999999999,0.0,0.0,0.0,7
lon10_3108lat39_6575,Amhara,2019Q1,89.9,0,0,-61.29999999999998,0.0,0.0,0.0,10
lon10_3108lat39_6575,Amhara,2019Q2,73.8,0,0,-16.10000000000001,0.0,0.0,0.0,4
lon10_3108lat39_6575,Amhara,2019Q3,,0,0,,0.0,0.0,0.0,0
lon10_3108lat39_6575,Amhara,2019Q4,155.8,0,0,,0.0,0.0,0.0,1
lon10_3108lat39_6575,Amhara,2020Q1,89.3,1,3,-66.50000000000001,1.0,3.0,0.0,1
lon10_3108lat39_6575,Amhara,2020Q2,81.5,0,0,-7.799999999999997,-1.0,-3.0,1.0,3
lon10_3108lat39_6575,Amhara,2020Q3,84.7,0,0,3.200000000000003,0.0,0.0,-1.0,3
lon10_3108lat39_6575,Amhara,2020Q4,135.1,0,0,50.39999999999999,0.0,0.0,0.0,5
lon10_3108lat39_6575,Amhara,2021Q1,121.0,0,0,-14.099999999999994,0.0,0.0,0.0,3
lon10_3108lat39_6575,Amhara,2021Q2,92.8,1,10,-28.200000000000003,1.0,10.0,0.0,4
lon10_3108lat39_6575,Amhara,2021Q3,99.8,0,0,7.0,-1.0,-10.0,1.0,2
lon10_3108lat39_6575,Amhara,2021Q4,83.3,10,49,-16.5,10.0,49.0,-1.0,10
lon10_3108lat39_6575,Amhara,2022Q1,127.8,0,0,44.5,-10.0,-49.0,10.0,10
lon10_3108lat39_6575,Amhara,2022Q2,103.5,2,4,-24.299999999999997,2.0,4.0,-10.0,14
lon10_3108lat39_6575,Amhara,2022Q3,80.4,0,0,-23.099999999999994,-2.0,-4.0,2.0,2
lon10_3108lat39_6575,Amhara,2022Q4,120.2,0,0,39.8,0.0,0.0,-2.0,3
lon10_3108lat39_6575,Amhara,2023Q1,87.0,2,2,-33.2,2.0,2.0,0.0,6
lon10_3108lat39_6575,Amhara,2023Q2,95.6,0,0,8.599999999999994,-2.0,-2.0,2.0,9
lon10_3108lat39_6575,Amhara,2023Q3,80.5,0,0,-15.099999999999994,0.0,0.0,-2.0,9
lon10_3108lat39_6575,Amhara,2023Q4,136.3,2,0,55.80000000000001,2.0,0.0,0.0,11
lon10_3429lat39_9572,Amhara,2018Q1,72.8,0,0,,,,,9
lon10_3429lat39_9572,Amhara,2018Q2,70.8,0,0,-2.0,0.0,0.0,,6
lon10_3429lat39_9572,Amhara,2018Q3,78.9,2,10,8.100000000000009,2.0,10.0,0.0,6
lon10_3429lat39_9572,Amhara,2018Q4,108.6,0,0,29.69999999999999,-2.0,-10.0,2.0,13
lon10_3429lat39_9572,Amhara,2019Q1,147.2,0,0,38.599999999999994,0.0,0.0,-2.0,12
lon10_3429lat39_9572,Amhara,2019Q2,42.0,1,2,-105.19999999999999,1.0,2.0,0.0,8
lon10_3429lat39_9572,Amhara,2019Q3,83.3,0,0,41.3,-1.0,-2.0,1.0,8
lon10_3429lat39_9572,Amhara,2019Q4,127.6,2,9,44.3,2.0,9.0,-1.0,5
lon10_3429lat39_9572,Amhara,2020Q1,116.2,0,0,-11.399999999999991,-2.0,-9.0,2.0,7
lon10_3429lat39_9572,Amhara,2020Q2,84.8,0,0,-31.400000000000006,0.0,0.0,-2.0,11
lon10_3429lat39_9572,Amhara,2020Q3,94.8,0,0,10.0,0.0,0.0,0.0,8
lon10_3429lat39_9572,Amhara,2020Q4,110.5,0,0,15.700000000000003,0.0,0.0,0.0,6
lon10_3429lat39_9572,Amhara,2021Q1,291.4,12,201,180.89999999999998,12.0,201.0,0.0,27
lon10_3429lat39_9572,Amhara,2021Q2,0.7,11,81,-290.7,-1.0,-120.0,12.0,11
lon10_3429lat39_9572,Amhara,2021Q3,23.3,0,0,22.6,-11.0,-81.0,-1.0,10
lon10_3429lat39_9572,Amhara,2021Q4,3.2,22,70,-20.1,22.0,70.0,-11.0,15
lon10_3429lat39_9572,Amhara,2022Q1,53.8,0,0,50.599999999999994,-22.0,-70.0,22.0,21
lon10_3429lat39_9572,Amhara,2022Q2,95.5,4,10,41.7,4.0,10.0,-22.0,21
lon10_3429lat39_9572,Amhara,2022Q3,88.7,7,48,-6.799999999999997,3.0,38.0,4.0,7
lon10_3429lat39_9572,Amhara,2022Q4,213.1,0,0,124.39999999999999,-7.0,-48.0,3.0,9
lon10_3429lat39_9572,Amhara,2023Q1,44.6,13,16,-168.5,13.0,16.0,-7.0,16
lon10_3429lat39_9572,Amhara,2023Q2,93.3,7,21,48.699999999999996,-6.0,5.0,13.0,21
lon10_3429lat39_9572,Amhara,2023Q3,121.9,0,0,28.60000000000001,-7.0,-21.0,-6.0,21
lon10_3429lat39_9572,Amhara,2023Q4,122.0,5,17,0.09999999999999432,5.0,17.0,-7.0,15
lon10_3557lat34_7634,Beneshangul Gumu,2018Q1,61.4,0,0,,,,,6
lon10_3557lat34_7634,Beneshangul Gumu,2018Q2,58.1,0,0,-3.299999999999997,0.0,0.0,,3
lon10_3557lat34_7634,Beneshangul Gumu,2018Q3,160.0,0,0,101.9,0.0,0.0,0.0,1
lon10_3557lat34_7634,Beneshangul Gumu,2018Q4,192.9,0,0,32.900000000000006,0.0,0.0,0.0,6
lon10_3557lat34_7634,Beneshangul Gumu,2019Q1,34.9,0,0,-158.0,0.0,0.0,0.0,4
lon10_3557lat34_7634,Beneshangul Gumu,2019Q2,79.8,0,0,44.9,0.0,0.0,0.0,5
lon10_3557lat34_7634,Beneshangul Gumu,2019Q3,,0,0,,0.0,0.0,0.0,0
lon10_3557lat34_7634,Beneshangul Gumu,2019Q4,146.2,0,0,,0.0,0.0,0.0,4
lon10_3557lat34_7634,Beneshangul Gumu,2020Q1,74.4,0,0,-71.79999999999998,0.0,0.0,0.0,5
lon10_3557lat34_7634,Beneshangul Gumu,2020Q2,35.9,0,0,-38.50000000000001,0.0,0.0,0.0,1
lon10_3557lat34_7634,Beneshangul Gumu,2020Q3,,0,0,,0.0,0.0,0.0,0
lon10_3557lat34_7634,Beneshangul Gumu,2020Q4,,0,0,,0.0,0.0,0.0,0
lon10_3557lat34_7634,Beneshangul Gumu,2021Q1,97.7,0,0,,0.0,0.0,0.0,12
lon10_3557lat34_7634,Beneshangul Gumu,2021Q2,85.6,0,0,-12.100000000000009,0.0,0.0,0.0,7
lon10_3557lat34_7634,Beneshangul Gumu,2021Q3,108.9,1,3,23.30000000000001,1.0,3.0,0.0,1
lon10_3557lat34_7634,Beneshangul Gumu,2021Q4,156.2,1,15,47.29999999999998,0.0,12.0,1.0,6
lon10_3557lat34_7634,Beneshangul Gumu,2022Q1,91.0,0,0,-65.19999999999999,-1.0,-15.0,0.0,10
lon10_3557lat34_7634,Beneshangul Gumu,2022Q2,88.4,0,0,-2.5999999999999943,0.0,0.0,-1.0,11
lon10_3557lat34_7634,Beneshangul Gumu,2022Q3,88.3,0,0,-0.10000000000000853,0.0,0.0,0.0,1
lon10_3557lat34_7634,Beneshangul Gumu,2022Q4,154.6,0,0,66.3,0.0,0.0,0.0,5
lon10_3557lat34_7634,Beneshangul Gumu,2023Q1,64.2,0,0,-90.39999999999999,0.0,0.0,0.0,15
lon10_3557lat34_7634,Beneshangul Gumu,2023Q2,62.1,0,0,-2.1000000000000014,0.0,0.0,0.0,7
lon10_3557lat34_7634,Beneshangul Gumu,2023Q3,,0,0,,0.0,0.0,0.0,0
lon10_3557lat34_7634,Beneshangul Gumu,2023Q4,140.2,0,0,,0.0,0.0,0.0,4
lon10_422lat39_2558,Amhara,2018Q1,133.3,0,0,,,,,3
lon10_422lat39_2558,Amhara,2018Q2,101.8,0,0,-31.500000000000014,0.0,0.0,,5
lon10_422lat39_2558,Amhara,2018Q3,,0,0,,0.0,0.0,0.0,0
lon10_422lat39_2558,Amhara,2018Q4,74.4,0,0,,0.0,0.0,0.0,7
lon10_422lat39_2558,Amhara,2019Q1,147.8,0,0,73.4,0.0,0.0,0.0,3
