market,lat,lon,region,d_act,Wd_act_centered,lisa,local_p,lisa_sig,conf
lon38_6836lat6_9161,6.91805,38.68325,SNNPR,-209.3,7.744976442873966,LH,0.158,ns,0.0
lon38_6942lat9_3346,9.33467,38.69411,Oromia,8.399999999999991,2.3219372271876955,HH,0.918,ns,0.0
lon38_698lat8_7847,8.78457,38.69801,Oromia,39.7,0.34914310954063765,HH,0.949,ns,0.0
lon38_7055lat12_082,12.08203,38.70543,Amhara,-149.70000000000002,18.7533097762073,LH,0.029,LH,2.0
lon38_7061lat10_4839,10.48273,38.70949,Amhara,36.1,0.6708536358564228,HH,0.933,ns,0.0
lon38_7088lat11_7019,11.70186,38.70896,Amhara,-7.199999999999989,2.757013479911004,LH,0.915,ns,4.0
lon38_7093lat14_118,14.11808,38.70932,Tigray,29.5,38.450643109540636,HH,0.171,ns,0.0
lon38_7134lat7_9271,7.93526,38.71397,Oromia,-108.89999999999999,66.48664310954065,LH,0.014,LH,0.0
lon38_7149lat11_9212,11.9214,38.71501,Amhara,31.400000000000006,0.5903468132443379,HH,0.928,ns,3.0
lon38_7201lat14_1251,14.1236,38.71788,Tigray,110.5,35.21064310954064,HH,0.012,HH,0.0
lon38_735lat9_7835,9.77391,38.73887,Oromia,57.19999999999999,9.803309776207298,HH,0.399,ns,3.0
lon38_7386lat11_7682,11.76812,38.73858,Amhara,-24.10000000000001,0.03351810954063339,LH,0.989,ns,4.0
lon38_7471lat9_5958,9.59572,38.74714,Oromia,7.5,15.224738347635869,HH,0.746,ns,0.0
lon38_7528lat10_9803,10.98083,38.75258,Amhara,7.6000000000000085,-19.184190223792697,HL,0.665,ns,0.0
lon38_7557lat12_5909,12.5894,38.75518,Amhara,-67.19999999999999,32.69378596668349,LH,0.085,ns,3.0
lon38_7559lat12_1886,12.18857,38.75576,Amhara,74.70000000000002,17.601643109540635,HH,0.147,ns,0.0
lon38_7631lat9_186,9.18605,38.76322,Oromia,-64.9,16.54378596668349,LH,0.228,ns,13.0
lon38_7658lat13_9436,13.94215,38.76605,Tigray,-5.799999999999997,39.443164848671074,LH,0.55,ns,0.0
lon38_7761lat11_0307,11.03068,38.77606,Amhara,0.20000000000000284,-11.425856890459363,LL,0.998,ns,0.0
lon38_7766lat12_2275,12.22609,38.7774,Amhara,16.4,21.510452633350155,HH,0.492,ns,0.0
lon38_7775lat6_0797,6.08152,38.78029,Oromia,12.100000000000009,17.086643109540617,HH,0.839,ns,0.0
lon38_7799lat8_3688,8.36842,38.7797,Oromia,54.10000000000001,-3.9321068904593623,HL,0.643,ns,0.0
lon38_7801lat8_6538,8.6538,38.78009,Oromia,55.0,-7.113356890459364,HL,0.479,ns,0.0
lon38_781lat14_027,14.02652,38.7775,Tigray,125.1,36.67125849415603,HH,0.004,HH,0.0
lon38_7844lat13_8641,13.86391,38.7846,Tigray,125.70000000000002,31.751860500844984,HH,0.011,HH,0.0
lon38_7876lat14_4121,14.41596,38.78657,Tigray,-17.599999999999994,48.578309776207306,LH,0.343,ns,0.0
lon38_7895lat13_8436,13.84364,38.78948,Tigray,-71.1,40.308382239975415,LH,0.031,LH,0.0
lon38_7977lat13_383,13.38309,38.79769,Tigray,89.9,88.55330977620729,HH,0.004,HH,0.0
lon38_7997lat12_779,12.77896,38.79957,Amhara,-2.599999999999998,40.719976442873964,LH,0.808,ns,0.0
lon38_801lat11_6812,11.6813,38.8013,Amhara,-114.4,-0.3866902237926979,LL,0.838,ns,14.0
lon38_8022lat10_9689,10.96911,38.80152,Amhara,24.10000000000001,-18.517356890459364,HL,0.399,ns,0.0
lon38_8059lat5_4017,5.40186,38.80596,Oromia,-15.700000000000003,-19.43835689045937,LL,0.687,ns,0.0
lon38_8123lat7_4221,7.42205,38.81232,Oromia,18.200000000000003,67.7421986650962,HH,0.262,ns,2.0
lon38_8129lat8_1472,8.14735,38.81278,Oromia,39.300000000000004,5.203309776207302,HH,0.675,ns,0.0
lon38_812lat12_0952,12.0942,38.81095,Amhara,115.6,5.2283097762073,HH,0.32,ns,2.0
lon38_812lat13_6941,13.69394,38.81206,Tigray,-64.30000000000001,31.651643109540636,LH,0.071,ns,0.0
lon38_815lat11_2876,11.2875,38.815,Amhara,-71.5,-18.786433813536288,LL,0.111,ns,0.0
lon38_8189lat13_6196,13.61859,38.81811,Tigray,71.89999999999999,20.798407815422994,HH,0.148,ns,0.0
lon38_8209lat11_6712,11.67114,38.821,Amhara,-37.3,-2.003679471104526,LL,0.786,ns,14.0
lon38_8236lat13_9498,13.95087,38.82332,Tigray,43.7,38.30587387877141,HH,0.074,ns,0.0
lon38_8259lat8_154,8.15429,38.82578,Oromia,41.6,-4.784785461887932,HL,0.666,ns,0.0
lon38_8283lat10_7877,10.78774,38.82827,Amhara,30.299999999999997,-19.81002355712603,HL,0.284,ns,0.0
lon38_8354lat9_7214,9.72164,38.83534,Oromia,67.7,16.421643109540636,HH,0.191,ns,1.0
lon38_8372lat11_6332,11.63333,38.83729,Amhara,-16.30000000000001,-6.1133568904593645,LL,0.721,ns,14.0
lon38_8385lat12_4444,12.44439,38.83825,Amhara,48.8,23.130121370410198,HH,0.156,ns,6.0
lon38_8404lat10_9837,10.98366,38.8404,Amhara,-50.599999999999994,-15.490279967382442,LL,0.227,ns,0.0
lon38_8411lat11_4743,11.47432,38.84113,Amhara,-52.8,-10.3650810283904,LL,0.338,ns,0.0
lon38_8482lat12_3712,12.37078,38.84881,Amhara,-156.3,26.861643109540637,LH,0.009,LH,6.0
lon38_8542lat8_5812,8.58134,38.85416,Oromia,52.79999999999998,-7.358356890459365,HL,0.471,ns,0.0
lon38_8555lat10_7584,10.7585,38.85488,Amhara,-23.099999999999994,-16.032106890459367,LL,0.401,ns,0.0
lon38_8569lat12_6276,12.62749,38.85694,Amhara,82.8,22.981087553985073,HH,0.089,ns,7.0
lon38_8642lat11_1147,11.11554,38.86259,Amhara,-31.39999999999999,-16.621356890459364,LL,0.353,ns,0.0
lon38_8881lat14_1719,14.17052,38.90122,Tigray,116.4,38.61997644287396,HH,0.005,HH,1.0
lon38_8889lat13_8404,13.8404,38.88882,Tigray,-1.1999999999999886,33.24219866509619,LH,0.865,ns,0.0
lon38_8906lat11_6212,11.62081,38.8908,Amhara,71.80000000000001,-9.610231890459366,HL,0.236,ns,14.0
lon38_8907lat10_7059,10.70259,38.88967,Amhara,-6.700000000000003,-16.058518180781945,LL,0.67,ns,0.0
lon38_8942lat8_6907,8.6908,38.89408,Oromia,46.80000000000001,8.786643109540634,HH,0.457,ns,1.0
lon38_8959lat7_0244,7.02412,38.89606,Oromia,-152.0,-8.31335689045937,LL,0.236,ns,0.0
lon38_8971lat12_0809,12.08082,38.89721,Amhara,40.5,-2.5595107366132126,HL,0.739,ns,15.0
lon38_9012lat8_5379,8.53771,38.90134,Oromia,49.099999999999994,13.775531998429523,HH,0.312,ns,0.0
lon38_9015lat9_8044,9.80408,38.90131,Amhara,31.999999999999986,23.331643109540636,HH,0.287,ns,1.0
lon38_9028lat14_3534,14.35324,38.9029,Tigray,-15.5,44.46789310954064,LH,0.318,ns,0.0
lon38_9033lat8_7983,8.79883,38.90286,Oromia,11.700000000000003,14.151643109540634,HH,0.682,ns,1.0
lon38_9131lat13_731,13.73115,38.91321,Tigray,145.5,26.21707789214933,HH,0.014,HH,0.0
lon38_9133lat10_7747,10.77443,38.91299,Amhara,-40.099999999999994,-18.984324632394845,LL,0.196,ns,1.0
lon38_9164lat10_9525,10.95473,38.91491,Amhara,-33.2,-28.46023189045936,LL,0.156,ns,0.0
lon38_9219lat12_4817,12.48038,38.92272,Amhara,35.50000000000001,19.240214538112063,HH,0.243,ns,3.0
lon38_9223lat7_2187,7.21948,38.9225,Oromia,32.1,16.886643109540636,HH,0.422,ns,0.0
lon38_9225lat11_7445,11.74498,38.92274,Amhara,-18.80000000000001,-0.44884076142710505,LL,0.944,ns,14.0
lon38_9253lat9_1825,9.18257,38.92536,Oromia,-41.099999999999994,17.355064162172212,LH,0.306,ns,1.0
lon38_9264lat9_6008,9.60083,38.92643,Oromia,55.49999999999999,24.432476442873963,HH,0.12,ns,0.0
lon38_9287lat11_8309,11.83146,38.9287,Amhara,23.5,0.06476810954063517,HH,0.99,ns,11.0
lon38_9302lat11_0331,11.03308,38.92601,Amhara,-108.19999999999999,-27.372731890459363,LL,0.017,LL,0.0
lon38_9306lat11_2041,11.2041,38.93069,Amhara,-45.7,-25.106460338735225,LL,0.135,ns,0.0
lon38_9324lat8_9896,8.98957,38.93242,Oromia,50.2,12.026643109540636,HH,0.34,ns,2.0
lon38_934lat12_6886,12.6887,38.9341,Amhara,67.0,17.42553199842952,HH,0.163,ns,4.0
lon38_9394lat11_0404,11.04093,38.93981,Amhara,4.8999999999999915,-31.01335689045936,HL,0.654,ns,0.0
lon38_9409lat13_9528,13.95278,38.94089,Tigray,48.89999999999999,36.429976442873965,HH,0.072,ns,0.0
lon38_9411lat8_6155,8.61543,38.9412,Oromia,27.599999999999994,15.060556153018897,HH,0.431,ns,0.0
lon38_9431lat8_476,8.47599,38.94308,Oromia,-3.1000000000000085,21.507695741119583,LH,0.824,ns,0.0
lon38_9467lat7_6865,7.68651,38.94665,Oromia,190.8,11.386643109540637,HH,0.117,ns,2.0
lon38_9478lat8_3017,8.30168,38.94759,Oromia,-14.0,18.17895080184833,LH,0.619,ns,0.0
lon38_9528lat9_0908,9.09113,38.95271,Oromia,5.700000000000003,20.400279473176994,HH,0.738,ns,1.0
lon38_9678lat12_7382,12.74225,38.97065,Amhara,55.4,26.074878403658282,HH,0.138,ns,4.0
lon38_9683lat14_3489,14.34929,38.96823,Tigray,15.299999999999997,39.93039310954064,HH,0.378,ns,0.0
lon38_9848lat5_8826,5.87768,38.98625,Oromia,17.299999999999983,11.886643109540644,HH,0.839,ns,0.0
lon38_9851lat8_9649,8.9649,38.98507,Oromia,6.5,23.264903979105853,HH,0.681,ns,1.0
lon38_9852lat7_5269,7.52677,38.98534,Oromia,93.10000000000001,38.9783097762073,HH,0.03,HH,2.0
lon38_9852lat7_531,7.53077,38.9852,Oromia,19.199999999999996,50.46846129135882,HH,0.289,ns,2.0
lon38_9872lat13_0415,13.04135,38.98726,Amhara,21.1,47.65027947317701,HH,0.266,ns,1.0
lon38_987lat13_6374,13.63734,38.98708,Tigray,34.8,51.24316484867107,HH,0.085,ns,1.0
lon38_98lat9_2889,9.28888,38.97992,Oromia,41.7,16.908382239975413,HH,0.294,ns,0.0
lon38_9927lat8_7489,8.74828,38.99124,Oromia,33.10000000000001,5.582295283453677,HH,0.629,ns,1.0
lon38_992lat13_9397,13.94051,38.99471,Tigray,37.5,36.547933432121276,HH,0.086,ns,0.0
lon38_9941lat11_9407,11.94068,38.99405,Amhara,-55.499999999999986,6.489345812243336,LH,0.392,ns,13.0
lon38_9951lat13_4276,13.42755,38.99504,Tigray,266.2,32.48664310954064,HH,0.001,HH,1.0
lon38_9979lat10_8567,10.85665,38.99782,Amhara,-35.099999999999994,-27.458093732564627,LL,0.14,ns,3.0
lon38_9983lat11_0951,11.09507,38.99839,Amhara,-18.19999999999999,-33.35747453751818,LL,0.258,ns,0.0
lon38_9985lat9_3552,9.35544,38.9982,Oromia,4.8999999999999915,25.7658097762073,HH,0.706,ns,0.0
lon38_9996lat9_7172,9.7172,38.99959,Oromia,-23.400000000000006,35.79616691906443,LH,0.229,ns,0.0
lon39_0021lat13_7335,13.73561,39.00271,Tigray,-53.2,44.20747644287397,LH,0.057,ns,0.0
lon39_0063lat11_2476,11.2477,39.00626,Amhara,23.599999999999994,-30.803679471104523,HL,0.245,ns,0.0
lon39_0069lat5_4476,5.44761,39.00686,Oromia,-24.200000000000017,-15.913356890459367,LL,0.741,ns,0.0
lon39_0117lat14_127,14.12697,39.01176,Tigray,87.19999999999999,34.67285000609236,HH,0.025,HH,1.0
lon39_0147lat11_5064,11.50638,39.01537,Amhara,94.7,-17.386084163186638,HL,0.069,ns,0.0
lon39_0161lat14_2373,14.23733,39.0175,Tigray,77.30000000000001,36.95864310954064,HH,0.033,HH,1.0
lon39_0166lat14_2845,14.28641,39.01656,Tigray,65.8,37.1658097762073,HH,0.041,HH,1.0
lon39_0166lat7_8485,7.84845,39.01638,Oromia,12.300000000000011,35.636643109540636,HH,0.496,ns,1.0
lon39_0187lat12_794,12.79405,39.01869,Amhara,39.00000000000001,34.29914310954064,HH,0.151,ns,4.0
lon39_0207lat9_1478,9.14909,39.02204,Oromia,52.2,19.56283358573111,HH,0.198,ns,1.0
lon39_0214lat6_8755,6.87526,39.02115,Oromia,87.19999999999999,-36.80426598136846,HL,0.064,ns,0.0
lon39_0224lat8_8538,8.85394,39.02258,Oromia,36.69999999999999,25.813566186463714,HH,0.207,ns,1.0
lon39_0244lat7_0146,7.01461,39.02449,Oromia,-25.0,-15.080023557126031,LL,0.53,ns,0.0
lon39_0245lat9_8769,9.87697,39.02448,Amhara,-3.4000000000000057,27.52414310954063,LH,0.822,ns,0.0
lon39_0267lat11_6185,11.61828,39.02678,Amhara,-36.0,-2.403356890459364,LL,0.74,ns,11.0
lon39_0301lat8_4415,8.44137,39.03008,Oromia,-139.0,38.08664310954063,LH,0.012,LH,0.0
lon39_0345lat11_7793,11.77913,39.03458,Amhara,46.8,-0.8545333610476007,HL,0.87,ns,11.0
lon39_0346lat11_5058,11.50581,39.0346,Amhara,-224.79999999999998,-7.713356890459366,LL,0.077,ns,0.0
lon39_0363lat11_1244,11.12425,39.03629,Amhara,7.299999999999997,-37.52626011626582,HL,0.493,ns,0.0
lon39_041lat7_0119,7.01186,39.04081,Oromia,-42.10000000000001,-4.513356890459365,LL,0.687,ns,0.0
lon39_04lat14_3454,14.34649,39.03889,Tigray,-21.5,39.197754220651746,LH,0.286,ns,0.0
lon39_0667lat9_1603,9.16019,39.06643,Oromia,78.9,22.0283097762073,HH,0.086,ns,0.0
lon39_0727lat11_8557,11.85569,39.07279,Amhara,-45.099999999999994,9.258865331762856,LH,0.338,ns,0.0
lon39_0748lat9_7875,9.78755,39.07478,Amhara,33.2,25.816643109540635,HH,0.253,ns,0.0
lon39_0751lat8_9254,8.9253,39.07512,Oromia,81.6,18.038817022584116,HH,0.093,ns,0.0
lon39_0777lat13_3431,13.34315,39.07756,Tigray,262.40000000000003,31.316643109540635,HH,0.002,HH,0.0
lon39_0794lat11_6585,11.65903,39.08038,Amhara,99.7,-4.889114466216942,HL,0.352,ns,16.0
lon39_0839lat11_5292,11.52922,39.0839,Amhara,20.900000000000006,-11.928062772812307,HL,0.495,ns,5.0
lon39_0843lat14_2712,14.27122,39.08434,Tigray,-64.4,36.398643109540636,LH,0.044,LH,0.0
lon39_0846lat8_7928,8.79305,39.08483,Oromia,90.49999999999999,16.952027724925248,HH,0.113,ns,0.0
lon39_1031lat9_5781,9.5783,39.10316,Oromia,59.2,30.325104648002174,HH,0.079,ns,0.0
lon39_1072lat11_2902,11.29026,39.10715,Amhara,-16.299999999999997,-36.947642604745084,LL,0.269,ns,3.0
lon39_1076lat14_1703,14.17021,39.10766,Tigray,4.5,46.14470762566967,HH,0.586,ns,0.0
lon39_1165lat11_121,11.1213,39.11636,Amhara,-29.599999999999994,-37.52764260474508,LL,0.118,ns,1.0
lon39_1225lat11_3703,11.37027,39.12254,Amhara,-62.400000000000006,-20.72303430981421,LL,0.101,ns,3.0
lon39_1243lat12_2619,12.2617,39.12453,Amhara,-15.600000000000023,3.909720032617557,LH,0.822,ns,0.0
lon39_129lat12_2215,12.22148,39.12902,Amhara,69.8,-4.982587659690136,HL,0.464,ns,0.0
lon39_1374lat11_5644,11.56438,39.13741,Amhara,-17.300000000000004,-4.621928319030795,LL,0.762,ns,5.0
lon39_1391lat7_2014,7.2013,39.13907,Oromia,-13.299999999999997,5.263113697775929,LH,0.814,ns,0.0
lon39_1405lat12_7634,12.76342,39.14059,Amhara,24.0,22.991906267435372,HH,0.364,ns,4.0
lon39_1405lat7_5062,7.50607,39.14046,Oromia,37.199999999999996,34.8783097762073,HH,0.203,ns,0.0
lon39_1457lat8_8753,8.87502,39.1459,Oromia,36.8,19.351860500844985,HH,0.257,ns,0.0
lon39_148lat10_7491,10.74919,39.14801,Amhara,-149.9,-34.7819283190308,LL,0.004,LL,3.0
lon39_152lat12_458,12.45806,39.15221,Amhara,21.1,9.086643109540633,HH,0.611,ns,0.0
lon39_1571lat11_7513,11.75398,39.15707,Amhara,93.6,1.4778195801288714,HH,0.668,ns,6.0
lon39_161lat11_1845,11.18442,39.16091,Amhara,-44.8,-38.02724577934825,LL,0.057,ns,3.0
lon39_168lat13_8296,13.82902,39.16823,Tigray,24.200000000000003,37.92950025239777,HH,0.203,ns,0.0
lon39_1712lat14_4955,14.49545,39.17108,Tigray,84.0,5.343785966683495,HH,0.486,ns,0.0
lon39_1763lat10_2579,10.25782,39.1762,Amhara,-8.799999999999997,1.7789508018483282,LH,0.958,ns,0.0
lon39_1791lat11_338,11.33801,39.17906,Amhara,65.5,-30.257106890459365,HL,0.055,ns,3.0
lon39_1798lat12_3228,12.32275,39.1798,Amhara,8.599999999999994,-6.021356890459369,HL,0.843,ns,0.0
lon39_1863lat14_0508,14.05088,39.1864,Tigray,63.69999999999999,28.789768109540635,HH,0.059,ns,0.0
lon39_1875lat8_0324,8.03224,39.18744,Oromia,72.2,11.246643109540637,HH,0.411,ns,1.0
lon39_1972lat10_7641,10.76464,39.19678,Amhara,-35.199999999999996,-41.46192831903079,LL,0.071,ns,3.0
lon39_1978lat7_1002,7.10018,39.19767,Oromia,29.200000000000003,-5.2074745375181895,HL,0.687,ns,0.0
lon39_1985lat9_0767,9.07656,39.19862,Oromia,49.3,24.478643109540634,HH,0.134,ns,0.0
lon39_1992lat8_7096,8.70952,39.19922,Oromia,26.0,16.911643109540634,HH,0.442,ns,2.0
lon39_2031lat11_9354,11.93589,39.20229,Amhara,-7.0,16.0833097762073,LH,0.713,ns,1.0
lon39_2054lat13_6976,13.69834,39.20435,Tigray,89.30000000000001,42.95064310954064,HH,0.016,HH,0.0
lon39_2082lat12_7067,12.70674,39.20814,Amhara,26.4,13.7908097762073,HH,0.458,ns,0.0
lon39_2107lat13_1913,13.19327,39.21097,Tigray,33.400000000000006,48.618222056909055,HH,0.113,ns,0.0
lon39_2133lat8_9873,8.9876,39.21307,Oromia,-31.200000000000003,25.886643109540636,LH,0.252,ns,0.0
lon39_2179lat9_5104,9.50995,39.21761,Oromia,33.1,34.0301213704102,HH,0.182,ns,0.0
lon39_2237lat12_6393,12.63933,39.22368,Tigray,35.3,10.66356618646371,HH,0.431,ns,0.0
lon39_2241lat10_3428,10.34333,39.22613,Amhara,-3.8999999999999915,-13.103356890459365,LL,0.854,ns,1.0
lon39_2255lat11_1281,11.1276,39.22561,Amhara,-68.6,-40.04430927141174,LL,0.013,LL,2.0
lon39_2284lat11_0369,11.03694,39.22833,Amhara,-13.600000000000009,-43.21573784284032,LL,0.244,ns,3.0
lon39_2327lat10_9578,10.95879,39.23141,Amhara,-62.099999999999994,-43.55754293697099,LL,0.018,LL,3.0
lon39_2329lat12_159,12.15672,39.23447,Amhara,-14.0,-4.531214033316509,LL,0.806,ns,1.0
lon39_2394lat14_0091,14.00912,39.23938,Tigray,114.0,19.155214538112066,HH,0.046,HH,0.0
lon39_2419lat11_4331,11.43347,39.24115,Amhara,-65.6,-17.276214033316506,LL,0.119,ns,7.0
lon39_2435lat12_7685,12.76859,39.24343,Amhara,111.9,4.273006745904271,HH,0.395,ns,0.0
lon39_2462lat8_0497,8.04972,39.24618,Oromia,-14.899999999999991,12.269976442873968,LH,0.713,ns,1.0
lon39_2477lat7_408,7.40838,39.24776,Oromia,13.599999999999994,21.902027724925254,HH,0.574,ns,0.0
lon39_2503lat14_2067,14.20716,39.2486,Tigray,119.10000000000001,32.22664310954064,HH,0.011,HH,0.0
lon39_2507lat11_3111,11.3108,39.25097,Amhara,-94.5,-37.81891244601492,LL,0.007,LL,3.0
lon39_2533lat7_7646,7.76406,39.25329,Oromia,-40.89999999999999,15.522357395254925,LH,0.343,ns,1.0
lon39_2567lat9_2907,9.29154,39.25729,Oromia,43.89999999999999,27.032476442873968,HH,0.147,ns,0.0
lon39_2576lat13_8654,13.86539,39.25757,Tigray,86.9,26.258865331762863,HH,0.026,HH,0.0
lon39_2644lat13_5954,13.59541,39.26439,Tigray,41.8,35.886643109540636,HH,0.103,ns,0.0
lon39_2653lat11_0845,11.08452,39.26516,Amhara,-7.299999999999997,-46.98569731599128,LL,0.384,ns,2.0
lon39_2674lat13_6832,13.68396,39.26706,Tigray,79.29999999999998,29.33864310954064,HH,0.041,HH,0.0
lon39_2675lat8_5536,8.55361,39.2676,Oromia,-55.69999999999999,25.230393109540636,LH,0.165,ns,3.0
lon39_2724lat10_6999,10.69998,39.27234,Amhara,-29.1,-43.50159218457701,LL,0.102,ns,0.0
lon39_2724lat12_581,12.58108,39.27235,Tigray,64.2,9.515214538112062,HH,0.313,ns,0.0
lon39_2733lat10_8477,10.84909,39.2735,Amhara,51.8,-47.91848509558757,HL,0.023,HL,3.0
lon39_2748lat10_5089,10.51991,39.27218,Amhara,-56.2,-31.393356890459362,LL,0.065,ns,4.0
lon39_2758lat14_0979,14.09783,39.27558,Tigray,16.5,26.495466638952408,HH,0.356,ns,0.0
lon39_2788lat8_9495,8.9495,39.27877,Amhara,84.3,23.186643109540633,HH,0.069,ns,0.0
lon39_2826lat8_4969,8.49722,39.28245,Oromia,150.89999999999998,10.5733097762073,HH,0.156,ns,3.0
lon39_2839lat11_0293,11.02996,39.28387,Amhara,-19.200000000000003,-44.92224577934825,LL,0.128,ns,1.0
lon39_2855lat12_0033,12.00326,39.28523,Amhara,-6.399999999999999,11.953309776207302,LH,0.749,ns,1.0
lon39_2875lat12_5108,12.50856,39.28776,Tigray,-180.10000000000002,12.954500252397775,LH,0.034,LH,0.0
lon39_2888lat9_3236,9.32374,39.28884,Amhara,62.099999999999994,34.527552200449726,HH,0.059,ns,0.0
lon39_2903lat9_8036,9.80359,39.29032,Amhara,15.899999999999991,11.808382239975419,HH,0.647,ns,0.0
lon39_2931lat13_5634,13.56229,39.29512,Tigray,-10.599999999999994,33.20145792435545,LH,0.45,ns,11.0
lon39_2937lat11_9561,11.95612,39.29362,Amhara,19.5,9.76250517850615,HH,0.599,ns,1.0
lon39_2939lat13_2759,13.27649,39.29582,Tigray,-0.10000000000000853,32.14751267475803,LH,0.949,ns,0.0
lon39_2985lat10_1584,10.15832,39.29848,Amhara,51.400000000000006,-4.9600235571260285,HL,0.613,ns,0.0
lon39_3032lat10_9133,10.91214,39.30198,Amhara,-50.300000000000004,-41.25754293697099,LL,0.041,LL,3.0
lon39_3041lat10_6326,10.63259,39.30409,Amhara,-54.900000000000006,-39.75085689045936,LL,0.041,LL,3.0
lon39_3117lat12_1855,12.18562,39.31177,Amhara,9.299999999999997,-0.6165826969109799,HL,0.977,ns,1.0
lon39_3196lat8_3293,8.32931,39.3195,Oromia,18.799999999999997,20.646643109540634,HH,0.516,ns,1.0
lon39_3218lat12_3471,12.34651,39.32196,Tigray,-3.700000000000003,1.5452637991958065,LH,0.964,ns,0.0
lon39_3219lat10_7393,10.73919,39.32179,Amhara,-60.8,-41.94493583782779,LL,0.02,LL,0.0
lon39_3223lat6_9953,6.99526,39.32221,Oromia,-69.7,6.6251046480021705,LH,0.468,ns,0.0
lon39_3263lat6_8957,6.89585,39.32629,Oromia,45.2,-2.2133568904593686,HL,0.792,ns,0.0
lon39_3307lat10_6432,10.64318,39.33076,Amhara,-47.8,-38.76041571398877,LL,0.052,ns,3.0
lon39_3358lat12_4515,12.45182,39.33617,Tigray,4.200000000000003,3.980393109540632,HH,0.923,ns,0.0
lon39_3369lat8_9318,8.93182,39.33691,Amhara,46.9,23.431087553985076,HH,0.215,ns,0.0
lon39_3397lat12_1063,12.10613,39.33981,Amhara,-20.5,9.356643109540634,LH,0.588,ns,1.0
lon39_3401lat12_7606,12.75888,39.33856,Tigray,24.0,8.394976442873968,HH,0.612,ns,0.0
lon39_3406lat11_1064,11.10619,39.34057,Amhara,-48.60000000000001,-40.76002355712603,LL,0.027,LL,2.0
lon39_341lat12_8953,12.89524,39.34092,Tigray,72.2,20.973599631279768,HH,0.126,ns,0.0
lon39_3448lat10_6667,10.66448,39.34559,Amhara,37.900000000000006,-43.59335689045937,HL,0.059,ns,3.0
lon39_3453lat11_7756,11.7753,39.34551,Amhara,117.7,2.2837859666834914,HH,0.485,ns,1.0
lon39_3453lat13_0086,13.0099,39.34378,Tigray,-24.89999999999999,20.27414310954064,LH,0.384,ns,0.0
lon39_3454lat13_3869,13.38574,39.3447,Tigray,38.5,28.98664310954064,HH,0.166,ns,11.0
lon39_3463lat10_528,10.52843,39.34349,Amhara,-22.900000000000006,-28.902245779348252,LL,0.287,ns,4.0
lon39_349lat13_7699,13.76934,39.34736,Tigray,38.3,6.065214538112066,HH,0.559,ns,0.0
lon39_3509lat12_5835,12.58397,39.3508,Tigray,-9.6,14.69034681324434,LH,0.658,ns,0.0
lon39_3528lat11_4412,11.44116,39.35278,Amhara,-83.3,-22.466134668237142,LL,0.052,ns,2.0
lon39_3532lat11_9128,11.91268,39.35313,Amhara,-53.7,12.431470695747532,LH,0.28,ns,1.0
lon39_3555lat11_1733,11.173,39.35574,Amhara,-19.799999999999997,-43.21131607413283,LL,0.112,ns,3.0
lon39_3556lat14_2184,14.21701,39.35694,Tigray,-179.5,28.880582503480028,LH,0.004,LH,0.0
lon39_3565lat10_3787,10.37883,39.35726,Amhara,-26.39999999999999,-17.422880699983175,LL,0.42,ns,1.0
lon39_3586lat13_1813,13.18128,39.35856,Tigray,-5.0,23.382476442873966,LH,0.742,ns,0.0
lon39_3587lat11_9565,11.95655,39.35868,Amhara,7.0,11.669976442873967,HH,0.778,ns,1.0
lon39_35lat9_8653,9.86521,39.34993,Amhara,20.599999999999994,0.5866431095406339,HH,0.953,ns,0.0
lon39_3605lat10_092,10.09192,39.36044,Amhara,-34.3,2.9741431095406377,LH,0.789,ns,0.0
lon39_3612lat14_1587,14.15898,39.3625,Tigray,79.1,21.52414310954064,HH,0.068,ns,0.0
lon39_3641lat10_8031,10.80271,39.36302,Amhara,-16.000000000000007,-44.445915029994254,LL,0.19,ns,1.0
lon39_3648lat13_342,13.34197,39.36477,Tigray,81.80000000000001,11.290809776207304,HH,0.21,ns,0.0
lon39_3668lat11_5122,11.51227,39.36676,Amhara,27.200000000000003,-12.436214033316508,HL,0.429,ns,5.0
lon39_3675lat9_5222,9.522,39.36732,Amhara,33.7,24.641188564086086,HH,0.264,ns,0.0
lon39_3694lat8_9151,8.91489,39.36852,Amhara,23.900000000000006,22.48664310954063,HH,0.409,ns,0.0
lon39_3745lat11_8884,11.88794,39.37362,Amhara,36.599999999999994,12.7349189716096,HH,0.362,ns,1.0
lon39_3754lat9_9276,9.92749,39.37532,Amhara,-87.1,4.348547871445398,LH,0.437,ns,0.0
lon39_3823lat14_4009,14.40101,39.38213,Tigray,269.6,-8.093356890459361,HL,0.066,ns,0.0
lon39_3835lat10_4691,10.46895,39.38335,Amhara,-44.99999999999999,-21.3966902237927,LL,0.187,ns,4.0
lon39_3869lat7_0196,7.01985,39.38668,Oromia,111.89999999999999,-9.228741505843981,HL,0.258,ns,0.0
lon39_3891lat14_1905,14.19044,39.38909,Tigray,3.5,19.483194833678574,HH,0.813,ns,0.0
lon39_3896lat6_1334,6.13312,39.38926,Oromia,-160.5,-107.45335689045936,LL,0.002,LL,0.0
lon39_3896lat6_9961,6.99616,39.38954,Oromia,51.39999999999999,-2.8550235571260316,HL,0.718,ns,0.0
lon39_3916lat14_0941,14.09565,39.39287,Tigray,-45.39999999999999,19.455393109540637,LH,0.22,ns,0.0
