market,lat,lon,region,d_act,Wd_act_centered,lisa,local_p,lisa_sig,conf
lon39_3973lat7_3944,7.39445,39.39727,Oromia,31.4,26.83664310954063,HH,0.333,ns,0.0
lon39_4014lat11_7322,11.73103,39.40314,Amhara,74.39999999999999,1.746643109540634,HH,0.65,ns,1.0
lon39_4027lat10_859,10.85441,39.4007,Amhara,12.299999999999997,-44.50446800157048,HL,0.251,ns,1.0
lon39_4052lat9_2086,9.20835,39.40535,Amhara,47.8,33.91664310954064,HH,0.13,ns,0.0
lon39_4096lat11_1293,11.12922,39.4096,Amhara,-108.1,-45.38002355712603,LL,0.005,LL,0.0
lon39_4098lat14_1853,14.18497,39.41146,Tigray,-74.6,16.136643109540643,LH,0.101,ns,0.0
lon39_417lat10_9801,10.97982,39.41715,Amhara,-65.30000000000001,-40.3216902237927,LL,0.011,LL,1.0
lon39_4208lat10_7228,10.72274,39.42072,Amhara,-29.700000000000003,-39.96097593807841,LL,0.091,ns,4.0
lon39_4254lat13_8759,13.87591,39.42544,Tigray,17.599999999999994,10.60482492772246,HH,0.609,ns,0.0
lon39_4306lat12_3762,12.37647,39.43176,Tigray,24.199999999999996,3.4833097762073,HH,0.775,ns,2.0
lon39_4308lat11_046,11.04599,39.43077,Amhara,8.599999999999994,-46.41752355712603,HL,0.374,ns,1.0
lon39_4322lat7_1869,7.18652,39.43235,Oromia,6.5,5.061643109540636,HH,0.899,ns,0.0
lon39_4329lat13_9783,13.97843,39.43196,Tigray,238.20000000000002,0.8745218974194247,HH,0.603,ns,0.0
lon39_4331lat8_1353,8.13515,39.43335,Oromia,-13.0,4.674878403658285,LH,0.858,ns,0.0
lon39_4395lat11_5057,11.50573,39.4394,Amhara,-30.299999999999997,-16.38982747869466,LL,0.342,ns,15.0
lon39_4398lat11_6865,11.6865,39.43966,Amhara,63.900000000000006,-1.1998433769458536,HL,0.775,ns,0.0
lon39_4447lat14_1361,14.13616,39.4446,Tigray,211.6,9.779976442873973,HH,0.054,ns,0.0
lon39_446lat9_7396,9.7396,39.44606,Amhara,-2.0999999999999943,1.1346431095406349,LH,0.988,ns,3.0
lon39_449lat13_7977,13.79531,39.4486,Tigray,31.10000000000001,14.616643109540636,HH,0.366,ns,1.0
lon39_4555lat11_8946,11.8936,39.45787,Amhara,-3.8000000000000043,13.3033097762073,LH,0.836,ns,3.0
lon39_4577lat11_3564,11.35638,39.45768,Amhara,-59.60000000000001,-40.77557911268159,LL,0.017,LL,2.0
lon39_4577lat14_1059,14.10551,39.45701,Tigray,-6.799999999999983,15.071018109540642,LH,0.705,ns,0.0
lon39_464lat13_4934,13.49383,39.46399,Tigray,34.099999999999994,1.5545002523977778,HH,0.834,ns,11.0
lon39_4651lat13_4628,13.4628,39.46518,Tigray,-29.700000000000003,8.01256903546656,LH,0.547,ns,11.0
lon39_4657lat14_2783,14.27958,39.4663,Tigray,-209.9,29.64664310954064,LH,0.003,LH,0.0
lon39_4662lat10_8286,10.82858,39.46625,Amhara,-39.0,-42.41335689045936,LL,0.038,LL,1.0
lon39_4676lat10_0902,10.08997,39.46744,Amhara,9.600000000000001,0.2866431095406359,HH,0.98,ns,0.0
lon39_4741lat7_0355,7.03545,39.47409,Oromia,-38.5,4.523006745904271,LH,0.723,ns,0.0
lon39_4742lat7_5283,7.52817,39.47408,Oromia,-16.599999999999994,7.4327969556944815,LH,0.76,ns,0.0
lon39_4766lat11_499,11.4987,39.47677,Amhara,-70.10000000000001,-18.18764260474508,LL,0.094,ns,15.0
lon39_4766lat12_9197,12.91978,39.47662,Tigray,42.6,15.091643109540637,HH,0.321,ns,1.0
lon39_4777lat7_4371,7.43712,39.47775,Oromia,62.2,32.27755220044972,HH,0.14,ns,0.0
lon39_4787lat12_1501,12.14943,39.4795,Amhara,-39.800000000000004,6.665430988328513,LH,0.505,ns,1.0
lon39_4791lat11_0677,11.06773,39.47912,Amhara,-44.400000000000006,-44.41923924340054,LL,0.031,LL,20.0
lon39_4936lat9_9222,9.92238,39.49368,Amhara,-14.0,-7.936084163186637,LL,0.734,ns,1.0
lon39_4967lat13_1382,13.13808,39.4966,Tigray,78.5,10.273599631279765,HH,0.263,ns,0.0
lon39_4975lat14_4748,14.47483,39.4975,Tigray,27.5,9.919976442873972,HH,0.604,ns,0.0
lon39_49lat8_2753,8.27518,39.48991,Oromia,-18.000000000000014,27.586643109540635,LH,0.441,ns,0.0
lon39_5013lat7_7151,7.71504,39.50127,Oromia,31.0,7.506643109540638,HH,0.631,ns,0.0
lon39_5152lat12_609,12.60877,39.51476,Tigray,-21.5,12.793094722443863,LH,0.489,ns,2.0
lon39_5188lat10_8372,10.83412,39.51679,Amhara,-25.200000000000003,-41.3466902237927,LL,0.108,ns,1.0
lon39_5222lat10_3586,10.35852,39.52214,Amhara,89.5,-20.81735689045936,HL,0.067,ns,5.0
lon39_5318lat5_6966,5.69647,39.53194,Oromia,-44.80000000000001,-41.91335689045937,LL,0.325,ns,0.0
lon39_5321lat9_6791,9.67921,39.5322,Amhara,29.200000000000003,-2.5985420756445503,HL,0.807,ns,3.0
lon39_5324lat12_6387,12.63629,39.53296,Tigray,27.599999999999994,11.843309776207299,HH,0.454,ns,3.0
lon39_5389lat7_1598,7.15972,39.53901,Oromia,33.3,8.765214538112062,HH,0.599,ns,0.0
lon39_538lat9_6848,9.68438,39.53802,Amhara,-20.5,-2.0518184289209036,LL,0.87,ns,3.0
lon39_5401lat9_44,9.44002,39.54017,Amhara,-42.8,24.726643109540632,LH,0.207,ns,0.0
lon39_5411lat11_916,11.91806,39.53765,Amhara,-21.599999999999994,11.6733097762073,LH,0.506,ns,4.0
lon39_5423lat10_96,10.96001,39.54227,Amhara,-122.00000000000001,-45.370219635557405,LL,0.003,LL,1.0
lon39_5447lat12_6958,12.69578,39.54469,Tigray,-29.099999999999994,14.255608626782013,LH,0.386,ns,4.0
lon39_5465lat6_1911,6.19105,39.54644,Oromia,-280.2,-52.75085689045936,LL,0.003,LL,0.0
lon39_5492lat10_0254,10.02547,39.54919,Amhara,-27.200000000000003,-13.106214033316506,LL,0.441,ns,1.0
lon39_5494lat12_7828,12.78281,39.54938,Tigray,-13.399999999999991,18.86442088731841,LH,0.542,ns,4.0
lon39_5516lat11_7427,11.74246,39.55159,Amhara,0.0,0.23664310954063494,LH,0.999,ns,6.0
lon39_5525lat10_9976,10.99743,39.55232,Amhara,-40.400000000000006,-47.996049198151674,LL,0.025,LL,20.0
lon39_5528lat11_2717,11.27166,39.55271,Amhara,-59.5,-48.499895351997836,LL,0.012,LL,28.0
lon39_552lat10_7615,10.76408,39.55193,Amhara,-36.39999999999999,-37.23074819480719,LL,0.048,LL,1.0
lon39_553lat10_1582,10.15807,39.55298,Amhara,19.400000000000006,-15.203833080935553,HL,0.542,ns,0.0
lon39_5585lat11_0932,11.09319,39.55858,Amhara,-27.60000000000001,-48.52090406027068,LL,0.062,ns,21.0
lon39_5585lat9_1271,9.12738,39.55841,Amhara,51.00000000000001,31.26664310954063,HH,0.137,ns,0.0
lon39_5632lat9_8238,9.82374,39.56306,Amhara,60.2,-12.661182977415887,HL,0.251,ns,4.0
lon39_5711lat13_5784,13.57863,39.57074,Tigray,3.5,1.1658097762073014,HH,0.97,ns,12.0
lon39_5739lat5_3356,5.3273,39.5676,Oromia,24.0,-69.11335689045937,HL,0.419,ns,7.0
lon39_573lat7_7322,7.73248,39.57284,Oromia,79.5,-1.980023557126028,HL,0.721,ns,0.0
lon39_5775lat7_3003,7.30028,39.57751,Oromia,62.7,15.61164310954063,HH,0.241,ns,0.0
lon39_5781lat14_0544,14.05416,39.57141,Tigray,60.39999999999999,0.5022681095406387,HH,0.864,ns,0.0
lon39_5794lat8_2466,8.24625,39.57944,Oromia,18.799999999999997,24.830393109540637,HH,0.428,ns,0.0
lon39_5803lat11_2777,11.27784,39.5804,Amhara,-42.6,-45.96629806692995,LL,0.028,LL,28.0
lon39_5814lat10_6427,10.64269,39.58147,Amhara,-107.60000000000001,-35.30172898348262,LL,0.007,LL,4.0
lon39_5827lat9_882,9.882,39.5827,Amhara,1.4000000000000057,-15.825356890459364,HL,0.931,ns,3.0
lon39_5869lat11_1788,11.17879,39.58679,Amhara,-68.0,-48.85594948305196,LL,0.011,LL,28.0
lon39_5874lat11_4726,11.47268,39.58749,Amhara,-45.099999999999994,-31.13386971097218,LL,0.077,ns,18.0
lon39_5875lat11_8275,11.83003,39.58815,Amhara,-23.500000000000007,2.7502794731769984,LH,0.817,ns,7.0
lon39_5904lat6_4053,6.40516,39.59043,Oromia,18.200000000000017,-70.61335689045936,HL,0.238,ns,1.0
lon39_5939lat11_3765,11.37655,39.59397,Amhara,-40.900000000000006,-44.10466123828545,LL,0.041,LL,22.0
lon39_5982lat8_4541,8.45406,39.59845,Oromia,15.200000000000003,34.14378596668349,HH,0.433,ns,0.0
lon39_5985lat13_8837,13.88358,39.5986,Tigray,-54.8,9.905161628059156,LH,0.318,ns,0.0
lon39_5986lat13_9605,13.96053,39.59851,Tigray,-149.59999999999997,2.430393109540635,LH,0.399,ns,0.0
lon39_5989lat7_5736,7.57303,39.59859,Oromia,93.29999999999998,11.268461291358822,HH,0.285,ns,0.0
lon39_59lat9_1593,9.15877,39.59035,Amhara,58.5,30.469976442873968,HH,0.139,ns,0.0
lon39_6008lat13_7829,13.7942,39.59839,Tigray,-51.0,7.555873878771404,LH,0.422,ns,1.0
lon39_6013lat11_4242,11.42423,39.60134,Amhara,-54.99999999999999,-37.88074819480719,LL,0.023,LL,22.0
lon39_6014lat9_407,9.40737,39.60096,Amhara,20.400000000000006,21.557231344834754,HH,0.454,ns,0.0
lon39_6015lat11_7572,11.75718,39.60157,Amhara,54.00000000000001,0.5710181095406346,HH,0.908,ns,10.0
lon39_6023lat12_2865,12.28649,39.60228,Tigray,15.899999999999991,7.786643109540635,HH,0.724,ns,3.0
lon39_6028lat12_3161,12.31646,39.60274,Tigray,-0.3999999999999915,10.926643109540635,LH,0.966,ns,3.0
lon39_6064lat13_0089,13.0089,39.60625,Tigray,6.099999999999994,12.724143109540638,HH,0.816,ns,0.0
lon39_6102lat11_0949,11.09412,39.61033,Amhara,-75.8,-48.29581303081024,LL,0.005,LL,33.0
lon39_6115lat12_4821,12.48215,39.61154,Tigray,75.19999999999999,4.640214538112064,HH,0.424,ns,3.0
lon39_6204lat12_0753,12.07737,39.62124,Amhara,26.7,4.5009288238263485,HH,0.695,ns,2.0
lon39_6228lat11_5415,11.54155,39.62288,Amhara,-24.6,-19.138356890459367,LL,0.307,ns,24.0
lon39_6252lat13_3937,13.3902,39.6288,Tigray,-26.099999999999994,10.328748372698529,LH,0.56,ns,12.0
lon39_6266lat11_1016,11.10213,39.62698,Amhara,-61.5,-46.87153870864118,LL,0.007,LL,33.0
lon39_6281lat9_9532,9.95345,39.62797,Amhara,-43.000000000000014,-20.328171705274176,LL,0.228,ns,7.0
lon39_6316lat11_158,11.15791,39.63134,Amhara,-18.19999999999999,-45.42904316496917,LL,0.15,ns,40.0
lon39_6368lat11_137,11.13673,39.64084,Amhara,-77.6,-44.76143381353629,LL,0.007,LL,40.0
lon39_6377lat5_9098,5.90987,39.63763,Oromia,-14.5,-109.63335689045937,LL,0.253,ns,0.0
lon39_6388lat10_8045,10.8044,39.63868,Amhara,27.0,-40.94460689045936,HL,0.102,ns,4.0
lon39_6411lat13_4968,13.49679,39.64106,Tigray,-36.5,-3.5578013349038087,LL,0.726,ns,23.0
lon39_6474lat9_7269,9.72682,39.64728,Amhara,-69.0,-6.800313412198496,LL,0.387,ns,5.0
lon39_6477lat12_6169,12.61659,39.65112,Tigray,25.700000000000003,11.844335417232944,HH,0.503,ns,2.0
lon39_6497lat11_2224,11.22248,39.64982,Amhara,-31.200000000000003,-48.12935689045936,LL,0.053,ns,40.0
lon39_64lat12_5137,12.51371,39.63926,Tigray,16.200000000000003,6.344335417232945,HH,0.735,ns,3.0
lon39_6506lat6_273,6.2731,39.65051,Oromia,-210.0,-45.25780133490381,LL,0.005,LL,1.0
lon39_652lat10_9545,10.95436,39.65119,Amhara,-9.299999999999997,-49.121049198151674,LL,0.289,ns,32.0
lon39_6543lat14_2319,14.2313,39.65253,Tigray,7.900000000000006,2.936643109540639,HH,0.914,ns,0.0
lon39_655lat10_6726,10.67265,39.65503,Amhara,-41.900000000000006,-34.65754293697099,LL,0.065,ns,9.0
lon39_6578lat11_5922,11.59215,39.65936,Amhara,6.699999999999999,-16.159510736613214,HL,0.698,ns,27.0
lon39_6655lat11_9476,11.94776,39.66536,Amhara,0.29999999999999716,11.515214538112062,HH,0.993,ns,5.0
lon39_6712lat11_8622,11.86,39.66824,Amhara,-0.6000000000000014,9.111643109540633,LH,0.964,ns,5.0
lon39_6737lat13_807,13.80781,39.6756,Tigray,-81.7,8.050279473177,LH,0.3,ns,1.0
lon39_6749lat12_2861,12.28609,39.67483,Amhara,-7.600000000000001,10.625773544323241,LH,0.785,ns,4.0
lon39_6773lat12_4239,12.42391,39.67724,Tigray,28.400000000000006,8.678309776207302,HH,0.558,ns,4.0
lon39_6807lat10_8203,10.82034,39.68055,Amhara,-39.7,-40.65557911268159,LL,0.053,ns,12.0
lon39_6812lat9_7995,9.80033,39.68115,Amhara,-4.099999999999994,0.013566186463713326,LH,0.999,ns,3.0
lon39_6847lat13_5106,13.5108,39.68474,Tigray,-10.200000000000003,-9.369606890459368,LL,0.8,ns,12.0
lon39_685lat11_2386,11.2386,39.68507,Amhara,-44.8,-45.759356890459365,LL,0.025,LL,40.0
lon39_688lat8_3838,8.38369,39.6881,Oromia,51.1,23.608071680969203,HH,0.232,ns,0.0
lon39_6894lat7_9779,7.97493,39.69008,Oromia,47.39999999999999,-12.434785461887934,HL,0.412,ns,0.0
lon39_6914lat14_0927,14.09373,39.69132,Tigray,28.0,-13.165208742311213,HL,0.448,ns,0.0
lon39_6939lat8_0477,8.04766,39.69377,Oromia,25.400000000000006,-7.450856890459363,HL,0.698,ns,0.0
lon39_6982lat8_5851,8.58507,39.69822,Oromia,104.69999999999999,41.386643109540636,HH,0.055,ns,0.0
lon39_6lat10_5472,10.54679,39.60019,Amhara,5.5,-35.702546079648556,HL,0.594,ns,3.0
lon39_7014lat11_4246,11.42506,39.70281,Amhara,33.400000000000006,-39.65591008194872,HL,0.069,ns,23.0
lon39_7016lat9_6295,9.62952,39.70147,Amhara,25.1,-11.333356890459365,HL,0.543,ns,3.0
lon39_7057lat13_751,13.7511,39.70554,Tigray,-108.80000000000001,6.813915836813361,LH,0.269,ns,1.0
lon39_709lat9_1939,9.1938,39.7089,Amhara,51.900000000000006,21.315214538112063,HH,0.314,ns,0.0
lon39_7154lat11_2021,11.20369,39.71501,Amhara,-127.8,-44.10723444147977,LL,0.001,LL,38.0
lon39_7163lat11_5694,11.56963,39.71641,Amhara,-10.799999999999997,-20.47585689045937,LL,0.538,ns,27.0
lon39_7174lat13_6493,13.6494,39.71731,Tigray,-20.499999999999996,-18.41335689045936,LL,0.484,ns,1.0
lon39_7187lat14_2897,14.28992,39.71879,Tigray,-24.5,-2.9696068904593584,LL,0.83,ns,0.0
lon39_7204lat10_6406,10.64071,39.72037,Amhara,-25.799999999999997,-38.12555201241058,LL,0.13,ns,31.0
lon39_7336lat11_0806,11.08436,39.73596,Amhara,-66.69999999999999,-48.23492551791034,LL,0.009,LL,33.0
lon39_7336lat9_591,9.59085,39.73324,Amhara,-27.69999999999999,-8.81923924340054,LL,0.631,ns,0.0
lon39_7341lat10_8458,10.84581,39.73409,Amhara,-16.299999999999997,-43.04952710322533,LL,0.19,ns,6.0
lon39_7384lat13_8734,13.87329,39.73707,Tigray,11.100000000000009,0.5675954904930176,HH,0.973,ns,0.0
lon39_7427lat6_0826,6.08261,39.74276,Oromia,-49.7,-63.62335689045936,LL,0.072,ns,0.0
lon39_743lat12_4312,12.43227,39.74527,Tigray,18.900000000000006,12.451643109540635,HH,0.592,ns,1.0
lon39_7507lat10_8754,10.87548,39.75079,Amhara,25.900000000000006,-48.557106890459366,HL,0.068,ns,5.0
lon39_7514lat12_1693,12.17057,39.74914,Amhara,29.4,16.09775422065174,HH,0.428,ns,1.0
lon39_7565lat11_2805,11.27689,39.75673,Amhara,-55.3,-43.91335689045937,LL,0.017,LL,6.0
lon39_7591lat9_8532,9.85352,39.7592,Amhara,-9.900000000000006,-9.271049198151672,LL,0.763,ns,7.0
lon39_7627lat11_1848,11.18416,39.76173,Amhara,-116.1,-46.330023557126026,LL,0.003,LL,40.0
lon39_7685lat11_3393,11.33937,39.76827,Amhara,-93.3,-41.369170843947735,LL,0.005,LL,5.0
lon39_7687lat12_6285,12.62855,39.76866,Tigray,35.3,13.753309776207303,HH,0.421,ns,0.0
lon39_7722lat10_2259,10.22611,39.7722,Amhara,-34.099999999999994,-37.68002355712603,LL,0.133,ns,10.0
lon39_7736lat12_5406,12.54057,39.77354,Tigray,-63.5,19.055064162172215,LH,0.166,ns,1.0
lon39_774lat11_9796,11.98046,39.77568,Amhara,-16.1,5.421643109540634,LH,0.804,ns,2.0
lon39_7758lat6_4101,6.40992,39.7759,Oromia,7.599999999999994,-48.683356890459365,HL,0.556,ns,2.0
lon39_776lat10_7843,10.78428,39.77592,Amhara,-142.2,-41.76335689045936,LL,0.002,LL,23.0
lon39_778lat9_4954,9.49568,39.77805,Amhara,51.800000000000004,-9.74192831903079,HL,0.452,ns,0.0
lon39_7824lat10_6996,10.69963,39.78206,Amhara,-34.7,-42.079210548995945,LL,0.066,ns,23.0
lon39_7845lat10_4837,10.48377,39.7838,Amhara,-18.599999999999994,-39.51335689045936,LL,0.195,ns,18.0
lon39_7887lat10_1428,10.1431,39.78871,Amhara,53.099999999999994,-23.435937535620653,HL,0.107,ns,9.0
lon39_7902lat6_2421,6.24213,39.79022,Oromia,-33.900000000000006,-52.83835689045936,LL,0.18,ns,1.0
lon39_7931lat11_2375,11.23795,39.79395,Amhara,-40.30000000000001,-44.78002355712603,LL,0.04,LL,20.0
lon39_7945lat6_2485,6.24855,39.79447,Oromia,22.5,-59.888356890459356,HL,0.255,ns,2.0
lon39_804lat11_8053,11.8053,39.80404,Amhara,-18.0,-2.878356890459365,LL,0.85,ns,5.0
lon39_8052lat11_6811,11.68307,39.80467,Amhara,3.6000000000000014,-12.071049198151673,HL,0.851,ns,14.0
lon39_8094lat10_8388,10.83872,39.80929,Amhara,-75.9,-44.45426598136846,LL,0.012,LL,23.0
lon39_8117lat11_4352,11.43518,39.81086,Amhara,-11.799999999999997,-42.73002355712603,LL,0.266,ns,11.0
lon39_8126lat12_767,12.767,39.81257,Tigray,8.200000000000003,8.049143109540633,HH,0.858,ns,2.0
lon39_8214lat7_2653,7.26513,39.82158,Oromia,43.3,-3.997972275074754,HL,0.726,ns,0.0
lon39_8225lat10_5747,10.57464,39.82247,Amhara,-14.599999999999994,-41.339672679933045,LL,0.222,ns,31.0
lon39_8307lat10_1393,10.13933,39.83057,Amhara,-93.19999999999999,-24.09192831903079,LL,0.039,LL,18.0
lon39_8335lat10_9757,10.97568,39.83348,Amhara,-21.5,-49.43888880535298,LL,0.107,ns,12.0
lon39_8393lat11_374,11.37399,39.83939,Amhara,-90.50000000000001,-41.03716641426889,LL,0.004,LL,5.0
lon39_842lat10_5923,10.59235,39.84196,Amhara,79.19999999999999,-44.06470824181072,HL,0.01,HL,36.0
lon39_8463lat11_2721,11.27197,39.84624,Amhara,-64.2,-44.79628371972766,LL,0.016,LL,7.0
lon39_8522lat10_645,10.64504,39.85204,Amhara,-46.999999999999986,-40.950198995722516,LL,0.033,LL,38.0
lon39_857lat11_7308,11.73086,39.85699,Amhara,-23.599999999999998,-6.403833080935556,LL,0.693,ns,8.0
lon39_8592lat6_4237,6.42364,39.85933,Oromia,42.0,-23.86335689045936,HL,0.322,ns,2.0
lon39_8654lat10_4952,10.49279,39.86409,Amhara,-131.2,-42.44391244601491,LL,0.003,LL,31.0
lon39_8659lat13_9722,13.97216,39.86581,Afar,58.89999999999999,-14.982106890459363,HL,0.245,ns,0.0
lon39_8669lat11_2143,11.21508,39.86603,Amhara,-147.60000000000002,-41.58585689045937,LL,0.003,LL,22.0
lon39_8671lat13_8012,13.80123,39.86718,Afar,19.89999999999999,-20.28258765969013,HL,0.504,ns,0.0
lon39_8692lat10_7151,10.71389,39.87467,Amhara,-39.199999999999996,-39.73835689045936,LL,0.07,ns,28.0
lon39_8696lat10_0869,10.08685,39.86957,Amhara,-55.900000000000006,-20.359785461887935,LL,0.159,ns,18.0
lon39_8697lat10_4057,10.40569,39.86963,Amhara,39.60000000000001,-38.144785461887935,HL,0.075,ns,36.0
lon39_869lat13_8999,13.89998,39.86897,Afar,31.299999999999997,-13.934785461887936,HL,0.483,ns,0.0
lon39_8752lat10_8469,10.8469,39.87521,Amhara,-64.60000000000001,-42.89140567094717,LL,0.016,LL,18.0
lon39_8791lat11_4418,11.44196,39.87905,Amhara,-36.400000000000006,-37.9545333610476,LL,0.097,ns,0.0
lon39_8801lat10_1822,10.18218,39.88005,Amhara,-66.2,-29.424071176173648,LL,0.055,ns,23.0
lon39_8817lat10_3196,10.31954,39.88133,Amhara,-117.60000000000001,-33.076690223792696,LL,0.009,LL,22.0
lon39_8822lat12_392,12.39217,39.8821,Afar,83.60000000000001,18.455873878771406,HH,0.144,ns,1.0
lon39_8832lat7_3496,7.3496,39.88306,Oromia,-16.60000000000001,5.045466638952396,LH,0.814,ns,0.0
lon39_8907lat8_2508,8.25084,39.89069,Oromia,-33.10000000000001,24.506643109540633,LH,0.288,ns,0.0
lon39_892lat5_8192,5.81926,39.89209,Oromia,-11.900000000000006,-32.31335689045937,LL,0.72,ns,0.0
lon39_8933lat10_0793,10.07915,39.89329,Amhara,4.5,-23.394838371940843,HL,0.735,ns,18.0
lon39_8942lat11_2679,11.26761,39.89426,Amhara,-44.7,-47.202546079648556,LL,0.037,LL,10.0
lon39_9001lat10_1171,10.11721,39.90001,Amhara,-62.2,-21.563356890459364,LL,0.126,ns,14.0
lon39_9001lat7_1324,7.13211,39.89986,Oromia,6.8999999999999915,-1.7758568904593703,HL,0.954,ns,2.0
lon39_9025lat10_2957,10.29569,39.90257,Amhara,-12.099999999999994,-43.19854207564455,LL,0.339,ns,22.0
lon39_9035lat11_3852,11.38528,39.90359,Amhara,33.10000000000001,-43.51335689045936,HL,0.082,ns,0.0
lon39_9037lat11_2896,11.28964,39.90373,Amhara,-12.600000000000009,-48.070113647216125,LL,0.262,ns,10.0
lon39_9096lat10_7986,10.79888,39.91015,Amhara,-53.3,-39.82446800157047,LL,0.03,LL,18.0
lon39_9103lat11_2028,11.20283,39.91032,Amhara,2.9000000000000057,-47.64849202559451,HL,0.669,ns,10.0
lon39_9125lat8_8713,8.87139,39.91303,Oromia,30.5,53.31164310954064,HH,0.278,ns,8.0
lon39_9134lat10_2545,10.25451,39.91359,Amhara,-46.900000000000006,-28.599071176173645,LL,0.109,ns,22.0
lon39_9169lat14_2089,14.2089,39.91688,Afar,9.599999999999994,14.011643109540632,HH,0.798,ns,0.0
lon39_9177lat8_898,8.89786,39.91759,Oromia,59.2,26.68664310954064,HH,0.342,ns,8.0
lon39_9307lat10_9833,10.98324,39.93057,Amhara,-41.099999999999994,-47.668356890459364,LL,0.045,LL,2.0
lon39_9314lat12_8265,12.82644,39.93123,Tigray,0.10000000000000142,21.4033097762073,LH,0.992,ns,0.0
lon39_9355lat11_1636,11.16358,39.9356,Amhara,-63.7,-44.53280133490381,LL,0.018,LL,10.0
lon39_9361lat10_4218,10.4215,39.936,Amhara,-40.79999999999998,-39.449720526823,LL,0.066,ns,36.0
lon39_9443lat7_3868,7.38679,39.94437,Oromia,-45.99999999999999,12.273309776207295,LH,0.397,ns,0.0
lon39_9451lat10_6804,10.68035,39.94505,Amhara,-52.1,-39.44478546188793,LL,0.036,LL,27.0
lon39_9557lat11_4924,11.49197,39.95604,Amhara,11.900000000000006,-32.39192831903079,HL,0.432,ns,15.0
lon39_9561lat9_548,9.54764,39.95609,Afar,-13.200000000000003,0.8009288238263519,LH,0.973,ns,0.0
lon39_9661lat10_7315,10.73154,39.966,Amhara,-33.099999999999994,-38.52850840561088,LL,0.092,ns,16.0
lon39_9709lat10_1636,10.16362,39.97089,Amhara,-49.599999999999994,-31.584190223792692,LL,0.098,ns,11.0
lon39_9744lat10_1039,10.10393,39.97419,Amhara,-85.89999999999999,-21.30881143591391,LL,0.076,ns,9.0
lon39_9759lat7_02,7.02035,39.97592,Oromia,-108.10000000000001,13.202027724925246,LH,0.18,ns,2.0
lon39_9818lat7_0065,7.00636,39.9818,Oromia,-15.299999999999997,6.063566186463705,LH,0.812,ns,2.0
lon39_9845lat10_4707,10.47067,39.98454,Amhara,-126.3,-38.01335689045936,LL,0.004,LL,28.0
lon39_988lat8_1224,8.12253,39.98799,Oromia,20.5,13.832796955694482,HH,0.601,ns,0.0
lon39_9895lat10_3156,10.31543,39.98921,Amhara,-62.900000000000006,-41.317060594163074,LL,0.023,LL,22.0
lon39_9964lat6_5625,6.56313,39.9965,Oromia,-24.299999999999997,19.861643109540633,LH,0.586,ns,0.0
lon40_0003lat10_8023,10.80221,40.00042,Amhara,-29.900000000000006,-41.79611551114901,LL,0.116,ns,15.0
lon40_0031lat8_0595,8.05939,40.00323,Oromia,-35.1,17.726643109540632,LH,0.369,ns,0.0
lon40_0035lat7_2447,7.24483,40.00321,Oromia,89.99999999999999,-3.750198995722526,HL,0.523,ns,2.0
lon40_0036lat7_1321,7.13206,40.00361,Oromia,-22.200000000000003,-1.2189124460149245,LL,0.91,ns,2.0
lon40_011lat9_912,9.91191,40.01154,Amhara,256.6,-35.38210689045937,HL,0.002,HL,9.0
lon40_0144lat9_8271,9.82713,40.01436,Amhara,-3.8999999999999915,-12.690279967382441,LL,0.888,ns,0.0
lon40_0257lat10_5862,10.58616,40.02609,Amhara,-43.89999999999999,-47.80301206287315,LL,0.038,LL,6.0
lon40_0267lat10_9169,10.91679,40.02663,Amhara,-52.5,-47.03928281638528,LL,0.038,LL,4.0
lon40_0372lat8_3169,8.31699,40.03716,Oromia,-23.300000000000004,26.30202772492525,LH,0.402,ns,0.0
lon40_0394lat10_4805,10.48063,40.03932,Amhara,-21.799999999999997,-42.9941261212286,LL,0.194,ns,23.0
lon40_0489lat11_2985,11.29855,40.04891,Amhara,-70.6,-50.838356890459366,LL,0.02,LL,28.0
lon40_0518lat8_2264,8.22635,40.05184,Oromia,-136.60000000000002,30.725104648002173,LH,0.026,LH,0.0
lon40_0691lat6_6146,6.61455,40.06913,Oromia,2.0999999999999943,13.261643109540636,HH,0.949,ns,0.0
lon40_072lat8_1343,8.13429,40.07212,Oromia,79.3,13.32300674590427,HH,0.28,ns,0.0
lon40_0842lat7_8818,7.88177,40.08414,Oromia,-4.700000000000003,12.106643109540634,LH,0.872,ns,0.0
lon40_0873lat8_0783,8.07834,40.08759,Oromia,6.200000000000003,11.848181571079095,HH,0.847,ns,0.0
lon40_1042lat7_7721,7.77228,40.10438,Oromia,24.89999999999999,26.98664310954063,HH,0.447,ns,0.0
lon40_1144lat6_9873,6.98737,40.11435,Oromia,-28.60000000000001,6.946643109540632,LH,0.668,ns,2.0
lon40_1323lat8_1281,8.12816,40.13182,Oromia,94.3,16.97950025239777,HH,0.173,ns,0.0
lon40_1341lat8_2505,8.25071,40.13423,Oromia,99.1,27.043785966683487,HH,0.047,HH,0.0
lon40_1797lat8_3953,8.39525,40.17966,Oromia,120.2,30.50429016836416,HH,0.022,HH,0.0
lon40_1798lat9_3276,9.32756,40.17984,Afar,64.2,-0.5133568904593613,HL,0.95,ns,0.0
lon40_1803lat7_3691,7.36904,40.18026,Oromia,-41.5,13.392893109540632,LH,0.383,ns,0.0
