radius_km,coef_per_event,se,p,sd_dconf,effect_1sd,pct_markets_exposed,N
10,-1.7745657319647177,0.31090816419124917,1.14523403025588e-08,1.4346634403349443,-2.5459045781210006,50.16949152542372,31772
20,-1.1414242437829105,0.1340623183011772,1.6784307063655093e-17,3.319307369244118,-3.7887379038225095,85.53672316384181,31772
50,-0.381811851186769,0.03854780242398094,3.9639487921303524e-23,11.602141420251598,-4.429835093396952,99.66101694915255,31772
